County, Sex, Xiang, Q005, Q006, Q031, Q089, Q090, Q091, Q092, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q146, Q147, Q148, Q149, Q150, Q151, Q152, Q153, Q154, Q155, Q156, Q157, Q158, Q159, Q160, Q161, Q162, Q163, Q164, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q185, Q188, Q189, Q190, Q191, Q192, 
BB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BB,T,3,  5.2 ,  0.0 , 300.0,49.0  ,160   ,54.6  ,21.5  , 37.9 , 37.9 ,.     ,.     ,.     ,.     ,.     ,.     , 17.2 , 1.1  ,.     ,.     , 3.72 , 5.02 ,.     ,.     , 15.6 , 11.9 ,  0.0 ,  0.0 ,  0.0 ,  4.1 ,  1.1 ,  0.0 ,  0.0 ,  0.0 ,  3.0 ,  2.4 ,  1.2 ,  1.2 ,219.0 ,225.6 ,  0.0 , 71.7 , 10.1 , 85.4 ,  5.6 , 70   ,179   , 14.9 ,  0.0 ,  1.9 ,  6.1 ,  2.5 ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,M,1,  4.3 ,  0.0 ,.     ,50.1  ,168   ,60.4  ,21.4  , 78.3 , 69.6 , 69.6 ,.     ,21.5  ,.     , 59.1 ,.     , 26.1 , 3.1  , 3.1  ,.     , 8.01 ,11.64 , 8.01 ,.     , 52.2 , 13.0 ,  0.0 ,  4.3 ,  0.0 , 43.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 43.5 , 37.6 , 18.8 , 13.3 ,238.7 ,143.8 , 16.7 , 24.1 , 25.3 , 39.3 , 13.0 ,265   ,101   , 53.3 , 46.9 , 75.3 ,110.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,M,2,  0.0 ,  4.2 ,.     ,48.5  ,169   ,58.4  ,20.4  , 91.7 , 87.5 , 87.5 ,.     ,21.9  ,.     , 66.7 ,.     ,  8.3 , 0.4  , 0.4  ,.     , 9.05 , 9.55 , 9.05 ,.     , 50.0 , 41.7 ,  0.0 ,  0.0 ,  0.0 , 25.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 25.0 , 25.3 , 12.6 ,  3.8 ,247.8 ,163.0 , 72.2 , 17.1 , 27.9 ,  0.0 ,  5.4 ,267   , 65   , 23.8 , 20.6 , 13.0 , 81.1 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,M,3,  2.1 ,  2.1 ,.     ,49.3  ,169   ,59.4  ,20.9  , 85.0 , 78.5 , 78.5 ,.     ,21.7  ,.     , 62.9 ,.     , 17.2 , 1.8  , 1.8  ,.     , 8.53 ,10.60 , 8.53 ,.     , 51.1 , 27.4 ,  0.0 ,  2.1 ,  0.0 , 34.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 34.3 , 31.5 , 15.7 ,  8.6 ,243.3 ,153.4 , 44.5 , 20.6 , 26.6 , 19.6 ,  9.2 ,266   , 83   , 38.5 , 33.8 , 44.1 , 96.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,F,1,  7.7 ,  0.0 ,.     ,47.5  ,159   ,50.9  ,20.2  , 57.7 , 50.0 ,.     , 50.0 ,.     ,18.1  ,.     , 46.2 ,  7.7 , 0.3  ,.     , 0.3  , 5.06 , 5.41 ,.     , 5.06 , 34.6 , 11.5 ,  0.0 ,  0.0 ,  0.0 ,  3.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.8 ,  3.8 ,  1.9 , 11.3 ,182.7 ,197.0 , 37.9 , 27.7 , 30.6 , 43.5 , 12.2 ,256   , 82   , 34.9 , 20.7 , 33.4 , 55.4 ,  0.0 ,16.9  ,51.0  ,22.0  ,5.7   ,1.3   ,4.4   ,
BC,F,2,  7.7 ,  0.0 ,.     ,46.9  ,157   ,52.2  ,21.1  , 50.0 , 46.2 ,.     , 46.2 ,.     ,24.8  ,.     , 30.8 , 11.5 , 0.3  ,.     , 0.3  , 3.92 , 4.21 ,.     , 3.92 , 30.8 ,  7.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.5 ,171.2 ,180.8 , 82.7 , 19.3 , 20.4 ,  1.5 ,  4.3 ,299   , 57   , 15.8 , 18.0 , 10.2 , 20.6 ,  0.0 ,17.4  ,49.0  ,22.5  ,5.5   ,0.7   ,4.8   ,
BC,F,3,  7.7 ,  0.0 ,.     ,47.2  ,158   ,51.6  ,20.7  , 53.9 , 48.1 ,.     , 48.1 ,.     ,21.5  ,.     , 38.5 ,  9.6 , 0.3  ,.     , 0.3  , 4.49 , 4.81 ,.     , 4.49 , 32.7 ,  9.6 ,  0.0 ,  0.0 ,  0.0 ,  1.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.9 ,  1.9 ,  0.9 ,  7.4 ,176.9 ,188.9 , 60.3 , 23.5 , 25.5 , 22.5 ,  8.3 ,278   , 70   , 25.4 , 19.4 , 21.8 , 38.0 ,  0.0 ,17.1  ,50.0  ,22.3  ,5.6   ,1.0   ,4.6   ,
BC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,T,3,  4.9 ,  1.1 , 439.8,48.3  ,163   ,55.5  ,20.8  , 69.4 , 63.3 ,.     ,.     ,.     ,.     ,.     ,.     , 13.4 , 1.0  ,.     ,.     , 6.51 , 7.70 ,.     ,.     , 41.9 , 18.5 ,  0.0 ,  1.1 ,  0.0 , 18.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 18.1 , 16.7 ,  8.3 ,  8.0 ,210.1 ,171.2 , 52.4 , 22.1 , 26.1 , 21.1 ,  8.7 ,272   , 76   , 31.9 , 26.6 , 33.0 , 67.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,M,1,  0.0 ,  0.0 ,.     ,48.8  ,164   ,54.2  ,20.2  , 76.9 , 69.2 , 69.2 ,.     ,21.6  ,.     , 50.0 ,.     , 57.7 , 3.6  , 3.6  ,.     , 3.61 , 7.81 , 3.61 ,.     ,  0.0 , 42.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.9 , 83.7 ,256.8 ,  0.3 ,214.3 , 22.8 ,  0.0 ,  4.0 , 22   , 69   ,  4.3 ,  0.0 , 14.5 , 34.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,M,2,  7.4 ,  0.0 ,.     ,49.0  ,163   ,57.8  ,21.8  ,100.0 , 96.3 , 96.3 ,.     ,22.8  ,.     , 55.6 ,.     , 70.4 , 8.0  , 8.0  ,.     , 2.92 ,12.21 , 2.92 ,.     ,  0.0 , 40.7 ,  7.4 ,  3.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.1 , 91.3 ,245.3 ,  0.0 ,241.4 ,  8.7 ,  0.0 ,  3.1 , 32   , 15   ,  5.8 ,  0.0 ,  6.5 , 60.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,M,3,  3.7 ,  0.0 ,.     ,48.9  ,164   ,56.0  ,21.0  , 88.5 , 82.8 , 82.8 ,.     ,22.2  ,.     , 52.8 ,.     , 64.1 , 5.8  , 5.8  ,.     , 3.27 ,10.01 , 3.27 ,.     ,  0.0 , 41.5 ,  3.7 ,  1.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  7.5 , 87.5 ,251.1 ,  0.1 ,227.9 , 15.8 ,  0.0 ,  3.6 , 27   , 42   ,  5.0 ,  0.0 , 10.5 , 47.3 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,F,1,  4.5 ,  0.0 ,.     ,50.0  ,154   ,47.6  ,20.2  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.5 ,  1.0 ,  0.5 , 10.1 , 67.0 ,220.4 ,  0.6 ,187.3 , 14.7 ,  0.0 ,  3.2 , 21   , 41   ,  4.9 ,  0.0 ,  0.8 , 33.8 ,  0.0 ,17.0  ,47.0  ,21.7  ,4.8   ,1.5   ,3.4   ,
CB,F,2,  4.5 ,  0.0 ,.     ,48.1  ,153   ,48.2  ,20.6  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  5.9 , 93.2 ,156.3 ,  0.0 ,216.6 ,  4.7 ,  0.0 ,  4.0 , 30   , 12   ,  4.3 ,  0.0 ,  1.2 , 43.2 ,  0.0 ,16.6  ,47.0  ,21.5  ,5.6   ,1.6   ,4.0   ,
CB,F,3,  4.5 ,  0.0 ,.     ,49.1  ,154   ,47.9  ,20.4  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,.     ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.3 ,  0.5 ,  0.3 ,  8.0 , 80.1 ,188.4 ,  0.3 ,202.0 ,  9.7 ,  0.0 ,  3.6 , 26   , 27   ,  4.6 ,  0.0 ,  1.0 , 38.5 ,  0.0 ,16.8  ,47.0  ,21.6  ,5.2   ,1.6   ,3.7   ,
CB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,T,3,  4.1 ,  0.0 , 401.5,49.0  ,159   ,52.0  ,20.7  , 44.2 , 41.4 ,.     ,.     ,.     ,.     ,.     ,.     , 32.0 , 2.9  ,.     ,.     , 1.63 , 5.00 ,.     ,.     ,  0.0 , 20.8 ,  1.9 ,  0.9 ,  0.0 ,  1.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.1 ,  0.3 ,  0.1 ,  7.8 , 83.8 ,219.7 ,  0.2 ,214.9 , 12.7 ,  0.0 ,  3.6 , 26   , 34   ,  4.8 ,  0.0 ,  5.8 , 42.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,1, 12.0 ,  0.0 ,.     ,47.8  ,168   ,58.4  ,20.7  , 60.0 , 60.0 , 60.0 ,.     ,24.5  ,.     , 40.0 ,.     , 44.0 , 6.8  , 6.8  ,.     , 3.29 ,11.13 , 3.29 ,.     ,  0.0 , 20.0 ,  0.0 , 16.0 ,  0.0 ,  8.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.0 ,  3.7 ,  1.9 ,  2.5 ,548.8 , 43.0 ,  0.0 , 45.6 , 13.2 , 66.0 ,  8.6 ,153   ,134   , 17.4 ,  2.4 , 32.6 , 61.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,2,  4.2 ,  0.0 ,.     ,49.7  ,166   ,58.0  ,21.2  , 91.7 , 79.2 , 79.2 ,.     ,21.1  ,.     , 62.5 ,.     , 75.0 , 9.3  , 9.3  ,.     , 6.85 ,17.64 , 6.85 ,.     , 29.2 , 33.3 ,  4.2 ,  4.2 ,  0.0 , 12.5 ,  4.2 ,148.8 ,  0.0 ,  0.0 ,  8.3 ,  5.7 , 11.8 ,  2.7 ,517.2 , 48.8 ,  0.0 , 43.8 , 17.1 , 60.5 ,  9.5 , 67   ,147   ,  6.4 ,  0.0 , 41.5 , 47.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,3,  8.1 ,  0.0 ,.     ,48.8  ,167   ,58.2  ,20.9  , 75.9 , 69.6 , 69.6 ,.     ,22.8  ,.     , 51.3 ,.     , 59.5 , 8.1  , 8.1  ,.     , 5.07 ,14.39 , 5.07 ,.     , 14.6 , 26.6 ,  2.1 , 10.1 ,  0.0 , 10.3 ,  2.1 , 74.4 ,  0.0 ,  0.0 ,  8.2 ,  4.7 ,  6.9 ,  2.6 ,533.0 , 45.9 ,  0.0 , 44.7 , 15.2 , 63.3 ,  9.1 ,110   ,141   , 11.9 ,  1.2 , 37.1 , 54.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,F,1, 13.6 ,  0.0 ,.     ,47.6  ,156   ,49.8  ,20.3  , 13.6 ,  9.1 ,.     ,  9.1 ,.     ,32.7  ,.     ,  0.0 , 13.6 , 0.1  ,.     , 0.1  , 0.00 , 0.14 ,.     , 0.00 ,  0.0 ,  4.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,470.2 , 38.6 ,  0.0 , 38.0 , 11.3 , 33.3 ,  7.9 ,127   ,183   , 17.5 ,  0.0 , 28.9 , 42.0 ,  0.0 ,16.5  ,46.0  ,21.5  ,4.1   ,0.5   ,3.6   ,
CC,F,2, 12.5 ,  0.0 ,.     ,48.6  ,157   ,51.9  ,21.1  , 20.8 , 16.7 ,.     , 16.7 ,.     ,29.2  ,.     ,  4.2 , 16.7 , 0.2  ,.     , 0.2  , 1.23 , 1.49 ,.     , 1.23 ,  4.2 ,  8.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.1 ,437.0 , 32.0 ,  0.0 , 68.7 , 13.2 , 32.5 ,  8.6 ,105   ,124   ,  6.2 ,  0.0 , 27.0 , 33.0 ,  0.0 ,16.8  ,48.0  ,21.0  ,4.5   ,0.8   ,3.7   ,
CC,F,3, 13.1 ,  0.0 ,.     ,48.1  ,157   ,50.9  ,20.7  , 17.2 , 12.9 ,.     , 12.9 ,.     ,31.0  ,.     ,  2.1 , 15.2 , 0.2  ,.     , 0.2  , 0.61 , 0.82 ,.     , 0.61 ,  2.1 ,  6.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.1 ,453.6 , 35.3 ,  0.0 , 53.4 , 12.3 , 32.9 ,  8.3 ,116   ,154   , 11.8 ,  0.0 , 27.9 , 37.5 ,  0.0 ,16.7  ,47.0  ,21.3  ,4.3   ,0.7   ,3.7   ,
CC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,3, 10.6 ,  0.0 , 487.4,48.4  ,162   ,54.5  ,20.8  , 46.5 , 41.3 ,.     ,.     ,.     ,.     ,.     ,.     , 37.3 , 4.1  ,.     ,.     , 2.84 , 7.60 ,.     ,.     ,  8.3 , 16.5 ,  1.1 ,  5.0 ,  0.0 ,  5.1 ,  1.1 , 37.2 ,  0.0 ,  0.0 ,  4.1 ,  2.4 ,  3.4 ,  1.8 ,493.3 , 40.6 ,  0.0 , 49.0 , 13.7 , 48.1 ,  8.7 ,113   ,147   , 11.9 ,  0.6 , 32.5 , 46.1 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,M,1,  0.0 ,  0.0 ,.     ,52.4  ,167   ,56.9  ,20.3  ,100.0 , 88.0 , 88.0 ,.     ,19.0  ,.     , 80.0 ,.     ,100.0 ,13.9  ,13.9  ,.     , 4.61 ,20.64 , 4.61 ,.     ,  4.0 , 16.0 ,  0.0 ,  0.0 ,  0.0 , 20.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 20.0 , 18.3 ,  9.1 ,  7.7 ,263.5 , 52.1 ,150.5 , 35.8 , 36.4 , 89.6 ,  5.5 , 52   ,101   ,  5.5 ,  0.0 , 33.1 , 53.8 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,M,2,  0.0 ,  0.0 ,.     ,49.4  ,166   ,59.4  ,21.5  ,100.0 , 82.6 , 82.6 ,.     ,18.7  ,.     , 73.9 ,.     ,100.0 ,12.4  ,12.4  ,.     , 0.00 ,14.26 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 30.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 30.4 , 24.5 , 12.3 ,  4.2 ,209.6 ,275.8 , 10.7 , 52.9 , 73.1 , 56.0 ,  6.1 , 68   , 60   , 24.4 ,  0.5 , 49.6 , 13.6 ,  1.6 ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,M,3,  0.0 ,  0.0 ,.     ,50.9  ,167   ,58.1  ,20.9  ,100.0 , 85.3 , 85.3 ,.     ,18.9  ,.     , 77.0 ,.     ,100.0 ,13.2  ,13.2  ,.     , 2.31 ,17.45 , 2.31 ,.     ,  2.0 ,  8.0 ,  0.0 ,  0.0 ,  0.0 , 25.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 25.2 , 21.4 , 10.7 ,  6.0 ,236.6 ,164.0 , 80.6 , 44.4 , 54.8 , 72.8 ,  5.8 , 60   , 81   , 14.9 ,  0.3 , 41.4 , 33.7 ,  0.8 ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,F,1,  4.0 ,  0.0 ,.     ,44.1  ,155   ,51.1  ,21.3  , 52.0 , 48.0 ,.     , 48.0 ,.     ,22.6  ,.     , 28.0 , 52.0 , 4.2  ,.     , 4.2  , 0.00 , 4.86 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.6 ,208.4 , 52.6 ,198.4 , 33.6 , 20.8 , 69.6 ,  5.7 , 53   , 81   ,  6.2 ,  0.0 ,  6.2 , 58.6 ,  0.0 ,17.0  ,49.0  ,20.8  ,5.5   ,1.1   ,4.5   ,
CD,F,2,  0.0 ,  0.0 ,.     ,45.1  ,159   ,54.3  ,21.5  , 56.0 , 52.0 ,.     , 52.0 ,.     ,20.8  ,.     , 44.0 , 52.0 , 5.9  ,.     , 5.9  , 0.00 , 6.83 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 12.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 12.0 ,  5.1 ,  2.6 ,  0.0 ,202.5 ,189.0 ,  1.6 , 55.8 , 59.7 , 83.3 ,  7.2 , 73   , 51   ,  7.0 ,  0.0 , 24.5 ,  4.0 ,  0.0 ,16.2  ,50.0  ,20.0  ,5.0   ,1.0   ,4.0   ,
CD,F,3,  2.0 ,  0.0 ,.     ,44.6  ,157   ,52.7  ,21.4  , 54.0 , 50.0 ,.     , 50.0 ,.     ,21.7  ,.     , 36.0 , 52.0 , 5.1  ,.     , 5.1  , 0.00 , 5.85 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.0 ,  2.5 ,  1.3 ,  0.8 ,205.5 ,120.8 ,100.0 , 44.7 , 40.3 , 76.5 ,  6.5 , 63   , 66   ,  6.6 ,  0.0 , 15.3 , 31.3 ,  0.0 ,16.6  ,49.5  ,20.4  ,5.3   ,1.1   ,4.3   ,
CD,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,T,3,  1.0 ,  0.0 , 522.0,47.8  ,162   ,55.4  ,21.2  , 77.0 , 67.7 ,.     ,.     ,.     ,.     ,.     ,.     , 76.0 , 9.1  ,.     ,.     , 1.15 ,11.65 ,.     ,.     ,  1.0 ,  4.0 ,  0.0 ,  0.0 ,  0.0 , 15.6 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 15.6 , 12.0 ,  6.0 ,  3.4 ,221.0 ,142.4 , 90.3 , 44.5 , 47.5 , 74.6 ,  6.1 , 62   , 73   , 10.8 ,  0.1 , 28.4 , 32.5 ,  0.4 ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,M,1,  0.0 ,  4.0 ,.     ,47.5  ,165   ,53.5  ,19.6  , 92.0 , 88.0 , 88.0 ,.     ,22.0  ,.     , 60.0 ,.     , 92.0 , 9.6  , 9.6  ,.     , 0.66 ,11.68 , 0.66 ,.     , 16.0 , 12.0 ,  4.0 , 44.0 ,  0.0 , 12.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 12.0 ,  9.1 ,  4.6 ,  0.0 ,406.4 ,145.2 ,  1.1 ,  0.0 , 37.5 ,407.1 ,  8.2 ,168   ,104   , 30.5 ,  4.3 , 37.4 , 19.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,M,2,  0.0 ,  0.0 ,.     ,47.5  ,167   ,55.8  ,20.0  , 92.0 , 88.0 , 88.0 ,.     ,21.6  ,.     , 64.0 ,.     , 88.0 ,11.3  ,11.3  ,.     , 1.97 ,15.06 , 1.97 ,.     ,  8.0 ,  4.0 ,  0.0 , 24.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.2 ,506.0 , 38.7 ,  2.7 ,  3.1 , 48.4 ,590.1 ,  4.8 ,117   , 82   , 18.4 ,  0.6 , 20.6 , 18.3 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,M,3,  0.0 ,  2.0 ,.     ,47.5  ,166   ,54.6  ,19.8  , 92.0 , 88.0 , 88.0 ,.     ,21.8  ,.     , 62.0 ,.     , 90.0 ,10.5  ,10.5  ,.     , 1.31 ,13.37 , 1.31 ,.     , 12.0 ,  8.0 ,  2.0 , 34.0 ,  0.0 ,  6.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.0 ,  4.5 ,  2.3 ,  0.1 ,456.2 , 92.0 ,  1.9 ,  1.6 , 43.0 ,498.6 ,  6.5 ,143   , 93   , 24.4 ,  2.4 , 29.0 , 19.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,F,1, 12.5 ,  0.0 ,.     ,44.7  ,157   ,47.3  ,19.2  ,  8.3 ,  4.2 ,.     ,  4.2 ,.     ,20.0  ,.     ,  4.2 ,  8.3 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,372.1 ,111.6 ,  1.1 ,  0.0 , 23.3 ,265.7 ,  6.6 ,122   , 76   , 13.9 ,  1.0 , 29.5 , 13.0 ,  0.0 ,17.7  ,50.0  ,23.0  ,5.6   ,1.0   ,4.6   ,
