County, Sex, Xiang, Q005, Q006, Q031, Q089, Q090, Q091, Q092, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q146, Q147, Q148, Q149, Q150, Q151, Q152, Q153, Q154, Q155, Q156, Q157, Q158, Q159, Q160, Q161, Q162, Q163, Q164, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q185, Q188, Q189, Q190, Q191, Q192, 
NA,F,1,  7.4 ,  0.0 ,.     ,50.4  ,152   ,43.8  ,18.9  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  7.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  7.4 ,  2.6 ,  1.3 ,632.2 ,  0.2 ,  0.9 ,  1.0 ,  0.0 , 12.9 ,117.8 , 11.3 , 37   , 92   ,  3.8 , 17.3 , 34.7 , 24.9 ,  0.0 ,16.9  ,48.0  ,21.5  ,5.2   ,1.0   ,4.2   ,
NA,F,2,  0.0 ,  0.0 ,.     ,50.3  ,151   ,47.0  ,20.5  ,  4.2 ,  4.2 ,.     ,  4.2 ,.     ,48.0  ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 1.03 , 1.03 ,.     , 1.03 ,  4.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,598.2 ,  1.0 ,  0.0 ,  0.0 ,  0.0 ,  5.9 ,101.6 , 10.2 , 36   ,106   ,  3.7 , 17.0 , 30.0 ,  3.0 ,  0.0 ,18.3  ,52.0  ,21.3  ,5.8   ,1.1   ,4.6   ,
NA,F,3,  3.7 ,  0.0 ,.     ,50.4  ,152   ,45.4  ,19.7  ,  2.1 ,  2.1 ,.     ,  2.1 ,.     ,48.0  ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.52 , 0.52 ,.     , 0.52 ,  2.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.7 ,  1.3 ,  0.7 ,615.2 ,  0.6 ,  0.5 ,  0.5 ,  0.0 ,  9.4 ,109.7 , 10.8 , 37   , 99   ,  3.8 , 17.2 , 32.4 , 13.9 ,  0.0 ,17.6  ,50.0  ,21.4  ,5.5   ,1.1   ,4.4   ,
NA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,T,3,  2.8 ,  0.0 , 461.9,49.7  ,156   ,48.1  ,19.8  , 29.9 , 29.9 ,.     ,.     ,.     ,.     ,.     ,.     , 18.3 , 2.2  ,.     ,.     , 2.93 , 5.45 ,.     ,.     , 17.4 ,  0.9 ,  0.0 ,  0.0 ,  0.0 , 23.0 ,  0.0 ,  0.0 ,  0.9 ,  0.6 , 23.0 , 25.9 , 13.1 ,662.7 ,  0.9 ,  0.4 ,  0.5 ,  0.0 , 13.2 ,160.1 , 12.7 , 52   ,111   ,  4.5 , 17.8 , 44.5 , 12.4 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,M,1,  0.0 ,  0.0 ,.     ,47.7  ,162   ,53.0  ,20.2  , 88.0 , 88.0 , 88.0 ,.     ,19.7  ,.     , 76.0 ,.     , 76.0 ,12.3  ,12.3  ,.     , 6.91 ,21.15 , 6.91 ,.     , 24.0 , 16.0 ,  0.0 ,  0.0 ,  0.0 , 32.0 ,  0.0 ,  0.0 ,  4.0 ,  4.3 , 28.0 , 18.9 , 10.1 ,632.9 , 22.9 ,  0.0 ,  0.0 ,  0.0 ,  5.7 , 66.8 , 21.7 , 24   ,254   , 22.9 , 25.4 , 90.2 , 26.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,M,2,  0.0 ,  0.0 ,.     ,48.8  ,161   ,52.2  ,20.0  , 88.5 , 88.5 , 88.5 ,.     ,20.2  ,.     , 76.9 ,.     , 50.0 , 4.1  , 4.1  ,.     ,13.92 ,18.71 ,13.92 ,.     , 53.8 ,  3.8 ,  0.0 ,  0.0 ,  0.0 ,  7.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  7.7 ,  3.3 ,  1.6 ,677.3 , 10.7 ,  0.0 ,  0.0 ,  0.0 ,  2.4 , 69.5 , 13.3 , 21   ,255   , 26.2 , 12.5 , 54.0 ,  5.1 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,M,3,  0.0 ,  0.0 ,.     ,48.3  ,162   ,52.6  ,20.1  , 88.3 , 88.3 , 88.3 ,.     ,19.9  ,.     , 76.5 ,.     , 63.0 , 8.2  , 8.2  ,.     ,10.42 ,19.93 ,10.42 ,.     , 38.9 ,  9.9 ,  0.0 ,  0.0 ,  0.0 , 19.9 ,  0.0 ,  0.0 ,  2.0 ,  2.1 , 17.9 , 11.1 ,  5.8 ,655.1 , 16.8 ,  0.0 ,  0.0 ,  0.0 ,  4.0 , 68.2 , 17.5 , 23   ,255   , 24.6 , 18.9 , 72.1 , 16.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,F,1,  0.0 ,  0.0 ,.     ,48.5  ,149   ,45.3  ,20.3  ,  3.7 ,  3.7 ,.     ,  3.7 ,.     ,30.0  ,.     ,  0.0 ,  3.7 , 0.1  ,.     , 0.1  , 0.00 , 0.08 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,520.5 , 23.7 ,  0.0 ,  0.0 ,  0.0 ,  1.1 , 69.9 , 19.4 , 49   ,241   , 15.3 , 15.6 , 50.2 , 30.2 ,  0.0 ,16.3  ,50.0  ,20.8  ,6.4   ,1.9   ,4.5   ,
NB,F,2,  0.0 ,  0.0 ,.     ,50.8  ,150   ,45.8  ,20.2  ,  3.8 ,  3.8 ,.     ,  3.8 ,.     ,16.0  ,.     ,  3.8 ,  3.8 , 0.1  ,.     , 0.1  , 0.00 , 0.06 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.8 ,  0.0 ,  0.0 ,  3.8 ,  0.8 ,  0.0 ,  0.0 ,  0.1 ,547.7 ,  8.6 ,  0.0 ,  0.0 ,  0.0 ,  1.5 , 25.6 , 15.2 , 19   ,271   , 24.1 , 12.5 , 32.8 ,  8.3 ,  0.0 ,16.5  ,51.0  ,22.5  ,5.2   ,1.3   ,3.9   ,
NB,F,3,  0.0 ,  0.0 ,.     ,49.6  ,150   ,45.5  ,20.3  ,  3.8 ,  3.8 ,.     ,  3.8 ,.     ,23.0  ,.     ,  1.9 ,  3.8 , 0.1  ,.     , 0.1  , 0.00 , 0.07 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.9 ,  0.0 ,  0.0 ,  1.9 ,  0.4 ,  0.0 ,  0.0 ,  0.1 ,534.1 , 16.1 ,  0.0 ,  0.0 ,  0.0 ,  1.3 , 47.8 , 17.3 , 34   ,256   , 19.7 , 14.1 , 41.5 , 19.3 ,  0.0 ,16.4  ,50.5  ,21.7  ,5.8   ,1.6   ,4.2   ,
NB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,T,3,  0.0 ,  0.0 , 409.4,49.0  ,156   ,49.1  ,20.2  , 46.0 , 46.0 ,.     ,.     ,.     ,.     ,.     ,.     , 33.4 , 4.2  ,.     ,.     , 5.21 ,10.00 ,.     ,.     , 19.4 ,  5.0 ,  0.0 ,  0.0 ,  0.0 , 10.9 ,  0.0 ,  0.0 ,  1.9 ,  1.3 ,  8.9 ,  5.5 ,  2.9 ,594.6 , 16.5 ,  0.0 ,  0.0 ,  0.0 ,  2.7 , 58.0 , 17.4 , 28   ,255   , 22.1 , 16.5 , 56.8 , 17.6 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,M,1,  4.8 ,  0.0 ,.     ,47.7  ,163   ,53.1  ,20.0  , 90.5 , 85.7 , 85.7 ,.     ,21.1  ,.     , 66.7 ,.     , 76.2 ,16.0  ,16.0  ,.     , 5.87 ,24.32 , 5.87 ,.     , 33.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 66.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 66.7 , 81.0 , 40.5 ,693.6 ,  3.4 ,  0.0 ,  0.0 ,  0.0 , 12.1 , 67.2 , 13.1 ,304   ,203   , 51.3 , 59.4 , 74.3 , 53.1 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,M,2,  8.0 ,  8.0 ,.     ,48.2  ,162   ,54.1  ,20.6  , 64.0 , 64.0 , 64.0 ,.     ,26.5  ,.     , 28.0 ,.     , 64.0 , 7.7  , 7.7  ,.     , 0.99 , 9.89 , 0.99 ,.     , 12.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 32.0 ,  4.0 , 40.0 ,  0.0 ,  0.0 , 28.0 , 17.1 , 11.0 ,689.3 , 15.3 ,  0.0 ,  0.0 ,  0.0 , 12.8 , 95.6 , 12.3 ,211   ,234   , 24.2 , 31.2 , 54.7 , 29.3 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,M,3,  6.4 ,  4.0 ,.     ,48.0  ,163   ,53.6  ,20.3  , 77.3 , 74.9 , 74.9 ,.     ,23.8  ,.     , 47.4 ,.     , 70.1 ,11.8  ,11.8  ,.     , 3.43 ,17.11 , 3.43 ,.     , 22.6 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 49.4 ,  2.0 , 20.0 ,  0.0 ,  0.0 , 47.4 , 49.1 , 25.8 ,691.5 ,  9.3 ,  0.0 ,  0.0 ,  0.0 , 12.5 , 81.4 , 12.7 ,258   ,219   , 37.8 , 45.3 , 64.5 , 41.2 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,F,1,  3.7 ,  0.0 ,.     ,47.4  ,152   ,47.4  ,20.4  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,627.7 ,  3.1 ,  0.0 ,  0.0 ,  0.0 , 14.0 , 41.2 , 12.1 ,294   ,176   , 31.6 , 33.8 , 48.4 , 21.8 ,  0.0 ,16.0  ,50.0  ,20.0  ,4.9   ,1.3   ,3.6   ,
NC,F,2, 12.5 ,  0.0 ,.     ,46.3  ,152   ,45.0  ,19.6  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,610.5 ,  6.5 ,  0.0 ,  0.0 ,  0.0 ,  8.7 , 60.2 ,  8.6 ,243   ,139   , 16.7 , 23.0 , 28.0 , 35.5 ,  0.0 ,16.2  ,52.0  ,20.9  ,5.8   ,1.5   ,4.3   ,
NC,F,3,  8.1 ,  0.0 ,.     ,46.9  ,152   ,46.2  ,20.0  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,.     ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,619.1 ,  4.8 ,  0.0 ,  0.0 ,  0.0 , 11.3 , 50.7 , 10.3 ,269   ,158   , 24.2 , 28.4 , 38.2 , 28.7 ,  0.0 ,16.1  ,51.0  ,20.4  ,5.4   ,1.4   ,4.0   ,
NC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,T,3,  7.3 ,  2.0 , 485.2,47.4  ,157   ,49.9  ,20.2  , 38.6 , 37.4 ,.     ,.     ,.     ,.     ,.     ,.     , 35.1 , 5.9  ,.     ,.     , 1.72 , 8.55 ,.     ,.     , 11.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.7 ,  1.0 , 10.0 ,  0.0 ,  0.0 , 23.7 , 24.5 , 12.9 ,655.3 ,  7.1 ,  0.0 ,  0.0 ,  0.0 , 11.9 , 66.1 , 11.5 ,263   ,188   , 31.0 , 36.9 , 51.4 , 34.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,1, 11.5 ,  0.0 ,.     ,48.5  ,161   ,53.3  ,20.5  , 80.8 , 76.9 , 76.9 ,.     ,22.2  ,.     , 57.7 ,.     , 80.8 ,14.2  ,14.2  ,.     , 1.27 ,17.62 , 1.27 ,.     , 15.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 15.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 15.4 , 14.6 ,  7.3 ,588.5 , 23.9 ,  0.0 ,  0.0 ,  0.0 ,  5.5 ,111.6 , 26.4 , 72   ,302   , 50.9 , 78.5 , 78.5 , 46.6 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,2,  8.0 ,  0.0 ,.     ,48.6  ,161   ,54.8  ,21.0  , 84.0 , 84.0 , 84.0 ,.     ,25.2  ,.     , 52.0 ,.     , 72.0 ,11.4  ,11.4  ,.     , 7.24 ,20.42 , 7.24 ,.     , 36.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.0 , 34.9 , 17.4 ,656.7 ,  9.1 ,  0.0 ,  0.0 ,  0.0 ,  6.2 ,199.6 , 19.6 ,140   ,305   , 44.3 , 57.6 , 83.5 , 22.1 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,3,  9.8 ,  0.0 ,.     ,48.6  ,161   ,54.0  ,20.8  , 82.4 , 80.5 , 80.5 ,.     ,23.7  ,.     , 54.9 ,.     , 76.4 ,12.8  ,12.8  ,.     , 4.25 ,19.02 , 4.25 ,.     , 25.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 19.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 19.7 , 24.8 , 12.3 ,622.6 , 16.5 ,  0.0 ,  0.0 ,  0.0 ,  5.9 ,155.6 , 23.0 ,106   ,304   , 47.6 , 68.0 , 81.0 , 34.4 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,1, 18.5 ,  0.0 ,.     ,50.0  ,154   ,47.6  ,20.1  , 14.8 , 14.8 ,.     , 14.8 ,.     ,29.0  ,.     ,  7.4 , 14.8 , 1.7  ,.     , 1.7  , 0.00 , 1.97 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,476.5 ,  2.1 ,  0.0 ,  0.0 ,  0.0 ,  3.7 , 18.3 , 21.1 , 80   ,309   , 50.6 , 58.7 , 76.0 , 71.1 ,  0.0 ,16.1  ,46.0  ,20.8  ,6.1   ,1.3   ,4.8   ,
ND,F,2, 20.0 ,  0.0 ,.     ,47.4  ,153   ,48.1  ,20.7  , 28.0 , 28.0 ,.     , 28.0 ,.     ,34.7  ,.     ,  4.0 , 20.0 , 2.9  ,.     , 2.9  , 0.66 , 4.00 ,.     , 0.66 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,525.9 ,  5.8 ,  0.0 ,  0.0 ,  0.0 ,  3.0 , 99.8 , 19.5 , 99   ,315   , 45.0 , 68.6 , 70.6 , 26.4 ,  0.0 ,16.2  ,48.0  ,21.1  ,5.9   ,1.4   ,4.6   ,
ND,F,3, 19.3 ,  0.0 ,.     ,48.7  ,154   ,47.9  ,20.4  , 21.4 , 21.4 ,.     , 21.4 ,.     ,31.9  ,.     ,  5.7 , 17.4 , 2.3  ,.     , 2.3  , 0.33 , 2.98 ,.     , 0.33 ,  2.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,501.2 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  3.4 , 59.0 , 20.3 , 90   ,312   , 47.8 , 63.6 , 73.3 , 48.8 ,  0.0 ,16.2  ,47.0  ,21.0  ,6.0   ,1.4   ,4.7   ,
ND,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,T,3, 14.5 ,  0.0 , 864.4,48.6  ,157   ,51.0  ,20.6  , 51.9 , 50.9 ,.     ,.     ,.     ,.     ,.     ,.     , 46.9 , 7.6  ,.     ,.     , 2.29 ,11.00 ,.     ,.     , 13.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  9.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  9.8 , 12.4 ,  6.2 ,561.9 , 10.2 ,  0.0 ,  0.0 ,  0.0 ,  4.6 ,107.3 , 21.7 , 98   ,308   , 47.7 , 65.8 , 77.2 , 41.6 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,M,1,  0.0 ,  0.0 ,.     ,48.0  ,165   ,54.4  ,20.1  ,100.0 ,100.0 ,100.0 ,.     ,22.6  ,.     , 74.1 ,.     ,100.0 ,16.1  ,16.1  ,.     , 1.22 ,19.81 , 1.22 ,.     , 18.5 ,  3.7 ,  3.7 ,  3.7 ,  0.0 , 25.9 ,  0.0 ,  0.0 ,  7.4 , 10.3 , 22.2 , 19.3 , 11.2 ,371.7 ,253.1 ,  0.0 ,  0.0 ,  0.0 , 13.9 ,135.7 , 11.6 , 46   ,157   , 21.9 ,  8.4 , 24.9 , 47.6 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,M,2,  0.0 ,  7.4 ,.     ,47.9  ,163   ,52.6  ,19.9  , 96.3 , 96.3 , 96.3 ,.     ,23.3  ,.     , 66.7 ,.     , 96.3 ,13.6  ,13.6  ,.     , 1.04 ,16.70 , 1.04 ,.     , 11.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 25.9 ,  0.0 ,  0.0 ,  3.7 ,  1.9 , 22.2 , 14.8 ,  7.7 ,345.0 ,249.5 ,  0.0 ,  0.0 ,  0.0 ,  9.9 ,149.8 , 11.6 , 32   ,125   , 12.0 ,  8.9 , 27.1 , 63.1 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,M,3,  0.0 ,  3.7 ,.     ,48.0  ,164   ,53.5  ,20.0  , 98.2 , 98.2 , 98.2 ,.     ,23.0  ,.     , 70.4 ,.     , 98.2 ,14.9  ,14.9  ,.     , 1.13 ,18.25 , 1.13 ,.     , 14.8 ,  1.9 ,  1.9 ,  1.9 ,  0.0 , 25.9 ,  0.0 ,  0.0 ,  5.6 ,  6.1 , 22.2 , 17.1 ,  9.4 ,358.4 ,251.3 ,  0.0 ,  0.0 ,  0.0 , 11.9 ,142.8 , 11.6 , 39   ,141   , 16.9 ,  8.7 , 26.0 , 55.4 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,F,1,  0.0 ,  0.0 ,.     ,46.7  ,156   ,48.0  ,19.7  ,  8.7 ,  8.7 ,.     ,  8.7 ,.     ,43.5  ,.     ,  0.0 ,  8.7 , 0.3  ,.     , 0.3  , 0.00 , 0.40 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.7 ,  0.9 ,  0.5 ,270.6 ,237.0 ,  0.0 ,  0.0 ,  0.0 ,  2.9 , 59.0 ,  9.1 , 21   ,161   , 19.7 ,  6.8 , 20.9 , 37.6 ,  0.0 ,15.9  ,50.0  ,24.2  ,5.2   ,0.5   ,4.7   ,
OA,F,2,  0.0 ,  0.0 ,.     ,47.4  ,155   ,49.9  ,20.8  ,  4.2 ,  4.2 ,.     ,  4.2 ,.     ,17.0  ,.     ,  4.2 ,  4.2 , 0.4  ,.     , 0.4  , 0.00 , 0.47 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.3 ,  0.0 ,  0.0 ,  4.2 ,  1.8 ,  4.2 ,  0.9 ,  0.7 ,295.5 ,255.7 ,  0.0 ,  0.0 ,  0.0 ,  4.6 , 57.1 ,  9.2 , 44   , 98   ,  9.3 ,  4.0 , 12.5 , 42.5 ,  0.0 ,16.5  ,50.0  ,22.1  ,5.3   ,0.4   ,4.9   ,
OA,F,3,  0.0 ,  0.0 ,.     ,47.1  ,156   ,49.0  ,20.3  ,  6.5 ,  6.5 ,.     ,  6.5 ,.     ,30.3  ,.     ,  2.1 ,  6.5 , 0.4  ,.     , 0.4  , 0.00 , 0.43 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.5 ,  0.0 ,  0.0 ,  2.1 ,  0.9 ,  6.5 ,  0.9 ,  0.6 ,283.1 ,246.3 ,  0.0 ,  0.0 ,  0.0 ,  3.8 , 58.1 ,  9.2 , 33   ,130   , 14.5 ,  5.4 , 16.7 , 40.1 ,  0.0 ,16.2  ,50.0  ,23.2  ,5.3   ,0.5   ,4.8   ,
OA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OA,T,3,  0.0 ,  1.9 , 334.3,47.5  ,160   ,51.2  ,20.1  , 52.3 , 52.3 ,.     ,.     ,.     ,.     ,.     ,.     , 52.3 , 7.6  ,.     ,.     , 0.57 , 9.34 ,.     ,.     ,  7.4 ,  0.9 ,  0.9 ,  0.9 ,  0.0 , 17.2 ,  0.0 ,  0.0 ,  3.8 ,  3.5 , 14.3 ,  9.0 ,  5.0 ,320.7 ,248.8 ,  0.0 ,  0.0 ,  0.0 ,  7.8 ,100.4 , 10.4 , 36   ,135   , 15.7 ,  7.0 , 21.4 , 47.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,M,1,  0.0 ,  0.0 ,.     ,49.1  ,161   ,52.0  ,20.1  , 80.0 , 80.0 , 80.0 ,.     ,22.1  ,.     , 64.0 ,.     , 80.0 ,14.9  ,14.9  ,.     , 0.00 ,17.16 , 0.00 ,.     ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  0.0 , 24.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.0 , 23.4 , 11.7 ,555.2 , 51.1 ,  1.6 ,  0.3 ,  0.0 ,  4.9 , 90.4 , 14.6 ,256   ,243   ,  4.7 , 31.7 , 39.4 , 19.2 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
