County, Sex, Xiang, P001, P002, P003, P004, P005, P006, P007, P008, P009, P010, P011, P012, P013, P014, P015, P016, P017, P018, P019, P020, P021, P022, P023, P024, P025, P026, P027, P028, P029, P030, P031, P032, P034, P036, P037, P038, P039, P040, P041, P042, P044, P045, P046, P047, P048, R002, R003, R004, R005, R006, R007, R008, R009, R010, R011, R012, R013, R014, R015, R016, R017, R018, R019, R020, R021, R022, R023, R024, R025, R026, U001, U002, U003, U004, U005, U006, U007, U008, U009, U010, U011, U012, U013, U015, U016, U017, U018, U019, U020, U021, U022, U023, U024, U025, U026, U027, U028, U029, U030, 
ZC,T,3,186   ,49.6  ,135.9 ,127.6 ,76.8  ,4.5   ,8.28  , 7.91 , 29.3 , 6.83 , 7.95 ,55.0  ,4.25  , 706  ,201   , 5.68 , 33.9 , 4.25 , 3.45 ,14.75 , 3.55 , 4.90 , 4.70 ,13.0  ,0.66  ,31.84 ,0.114 ,18.5  ,3.69  ,12.5  ,0.114 ,0.286 ,484   , 92.4 ,16.3  ,3.8   , 7.4  ,1.91  ,.     , 15   , 77.5 ,.     ,.     ,.     ,.     ,1.13  ,48.3  , 16.1 ,29.8  , 5.75 ,35.6  , 0.74 ,0.18  ,19.2  ,17.1  ,0.35  ,1.33  ,10.23 ,0.20  ,11.6  ,0.32  , 0.08 , 3.89 ,0.74  ,1.09  , 3.93 ,12.05 ,0.45  ,1.56  ,15.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZD,M,1,216   ,40.6  ,175.4 ,129.5 ,75.2  ,4.6   ,8.43  , 4.43 , 31.5 , 0.00 , 5.40 ,68.8  ,5.27  , 653  ,147   , 3.40 , 53.6 , 5.20 , 3.70 ,10.90 , 2.80 , 3.30 , 0.00 , 9.8  ,1.13  ,33.13 ,0.113 ,15.4  ,3.37  ,13.6  ,0.122 ,0.309 ,470   , 99.7 ,16.0  ,3.8   , 6.6  ,1.93  , 6.27 , 25   , 65.5 ,171   ,.     , 70.8 ,.     ,1.06  ,46.3  , 17.5 ,27.3  , 8.83 ,36.2  , 0.78 ,0.20  ,17.1  ,16.2  ,0.38  ,1.68  ,10.78 ,0.17  ,11.3  ,0.29  , 0.00 , 5.78 ,2.24  ,0.72  , 5.87 ,10.66 ,0.42  ,1.04  ,15.2  , 3.2  ,0.83  , 2.4  ,0.12  ,0.54  , 7.0  ,0.32  ,566   ,0.18  , 8.76 ,2.34  , 776  , 759  , 0.27 , 0.32 , 3.60 , 2.98 , 7.12 , 1.41 ,  8.02, 14.03,0.08  , 0.62 , 19.01, 18.74, 0.30 , 3.29 , 4.27 , 11.02,
ZD,M,2,170   ,43.7  ,126.3 ,124.1 ,75.9  ,4.3   ,8.03  , 2.53 , 18.5 , 4.40 , 4.50 ,36.1  ,4.27  , 439  ,116   , 1.80 , 28.0 , 3.20 , 2.60 , 1.70 , 2.50 , 2.50 , 3.00 ,12.5  , .    ,27.12 ,0.090 ,14.9  ,3.30  , 9.4  ,0.109 ,0.271 ,459   , 93.0 ,15.3  ,4.7   , 6.3  ,2.09  , 6.54 , 13   , 46.7 ,135   ,.     , 52.0 ,.     ,1.09  ,49.1  , 16.1 ,28.4  , 6.35 ,34.7  , 0.71 ,0.36  ,20.1  ,18.3  ,0.38  ,1.12  , 8.91 ,0.20  ,12.5  ,0.29  , 0.00 , 3.13 ,2.43  ,0.70  , 3.22 ,11.93 ,0.43  ,1.47  ,14.5  , 3.5  ,0.85  , 2.6  ,0.15  ,0.50  , 7.8  ,0.21  ,633   ,0.16  , 9.23 ,1.52  , 657  , 676  , 0.04 , 0.15 , 8.13 , 1.61 , 0.56 , 0.73 ,  9.27,  8.70,0.09  , 6.52 , 18.00, 11.19, 0.09 , 4.87 , 0.64 ,  8.98,
ZD,M,3,193   ,42.2  ,150.8 ,126.8 ,75.6  ,4.5   ,8.23  , 3.48 , 25.0 , 2.20 , 4.95 ,52.5  ,4.77  , 546  ,132   , 2.60 , 40.8 , 4.20 , 3.15 , 6.30 , 2.65 , 2.90 , 1.50 ,11.2  ,1.13  ,30.13 ,0.102 ,15.2  ,3.33  ,11.5  ,0.116 ,0.290 ,465   , 96.4 ,15.7  ,4.3   , 6.5  ,2.01  , 6.41 , 19   , 56.1 ,153   ,.     , 61.4 ,.     ,1.08  ,47.7  , 16.8 ,27.9  , 7.59 ,35.5  , 0.74 ,0.28  ,18.6  ,17.3  ,0.38  ,1.40  , 9.85 ,0.19  ,11.9  ,0.29  , 0.00 , 4.46 ,2.34  ,0.71  , 4.54 ,11.29 ,0.42  ,1.26  ,14.8  , 3.4  ,0.84  , 2.5  ,0.14  ,0.52  , 7.4  ,0.27  ,600   ,0.17  , 9.00 ,1.93  , 717  , 718  , 0.15 , 0.24 , 5.87 , 2.29 , 3.84 , 1.07 ,  8.64, 11.37,0.09  , 3.57 , 18.51, 14.96, 0.20 , 4.08 , 2.45 , 10.00,
ZD,F,1,185   ,43.1  ,141.9 ,144.8 ,74.9  ,4.5   ,8.47  , 3.66 , 25.5 , 7.50 , 6.20 ,36.8  ,4.42  , 547  ,159   , 3.20 , 32.3 , 3.80 , 3.10 , 1.90 , 2.90 , 4.00 , 3.50 , 9.2  ,0.84  ,33.25 ,0.112 ,15.4  ,3.67  ,10.5  ,0.102 ,0.269 ,489   ,102.7 ,15.7  ,4.4   , 6.7  ,1.70  ,.     , 20   , 62.1 ,.     , 34   ,.     ,  7.4 ,1.02  ,47.8  , 16.4 ,31.1  , 4.71 ,35.8  , 0.75 ,0.26  ,18.1  ,17.7  ,0.33  ,1.29  ,10.06 ,0.21  ,12.0  ,0.30  , 0.00 , 3.89 ,0.35  ,0.80  , 3.57 ,11.39 ,0.49  ,1.67  ,17.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZD,F,2,170   ,49.6  ,120.4 ,136.5 ,78.2  ,4.4   ,8.50  , 3.83 , 32.7 , 7.30 , 6.90 ,50.3  ,4.13  , 534  ,227   , 2.40 , 38.0 , 4.80 , 3.70 ,18.60 , 4.20 , 2.90 , 3.70 ,11.6  ,1.23  ,30.61 ,0.119 ,15.5  ,3.87  ,14.0  ,0.116 ,0.264 ,471   ,104.7 ,16.0  ,4.3   , 6.4  ,2.02  ,.     ,  7   , 76.7 ,.     ,  4   ,.     ,  0.0 ,1.10  ,49.5  , 16.8 ,23.2  ,10.48 ,33.7  , 0.68 ,0.65  ,18.6  ,16.9  ,0.71  ,2.12  ,10.49 ,0.32  , 9.9  ,0.55  , 0.00 , 6.10 ,3.75  ,1.10  , 5.63 , 8.97 ,0.41  ,1.60  ,12.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZD,F,3,178   ,46.4  ,131.2 ,140.7 ,76.6  ,4.5   ,8.49  , 3.75 , 29.1 , 7.40 , 6.55 ,43.5  ,4.28  , 541  ,193   , 2.80 , 35.1 , 4.30 , 3.40 ,10.25 , 3.55 , 3.45 , 3.60 ,10.4  ,1.03  ,31.93 ,0.116 ,15.5  ,3.77  ,12.3  ,0.109 ,0.267 ,480   ,103.7 ,15.8  ,4.4   , 6.6  ,1.86  ,.     , 14   , 69.4 ,.     , 19   ,.     ,  3.7 ,1.06  ,48.6  , 16.6 ,27.2  , 7.60 ,34.8  , 0.72 ,0.46  ,18.4  ,17.3  ,0.52  ,1.71  ,10.28 ,0.27  ,11.0  ,0.43  , 0.00 , 5.00 ,2.05  ,0.95  , 4.60 ,10.18 ,0.45  ,1.64  ,14.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZD,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZD,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZD,T,3,185   ,44.3  ,141.0 ,133.7 ,76.1  ,4.5   ,8.36  , 3.61 , 27.1 , 4.80 , 5.75 ,48.0  ,4.52  , 543  ,162   , 2.70 , 38.0 , 4.25 , 3.28 , 8.28 , 3.10 , 3.18 , 2.55 ,10.8  ,1.08  ,31.03 ,0.109 ,15.3  ,3.55  ,11.9  ,0.112 ,0.278 ,472   ,100.0 ,15.8  ,4.3   , 6.5  ,1.94  ,.     , 16   , 62.8 ,.     ,.     ,.     ,.     ,1.07  ,48.2  , 16.7 ,27.5  , 7.59 ,35.1  , 0.73 ,0.37  ,18.5  ,17.3  ,0.45  ,1.55  ,10.06 ,0.23  ,11.4  ,0.36  , 0.00 , 4.73 ,2.19  ,0.83  , 4.57 ,10.74 ,0.44  ,1.45  ,14.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZE,M,1,169   ,44.1  ,124.9 ,119.1 ,77.6  ,4.4   ,8.17  , 2.89 , 12.2 , 4.20 , 4.10 ,44.9  ,4.49  , 385  ,122   , 1.10 , 28.6 , 4.60 , 2.70 , 7.40 , 2.20 , 3.20 , 3.90 , 9.9  ,0.39  ,27.92 ,0.101 ,15.1  ,3.50  ,13.5  ,0.117 ,0.295 ,454   ,101.0 ,15.7  ,4.6   , 6.7  ,2.30  , 6.49 , 28   , 66.7 ,207   ,.     , 64.0 ,.     ,1.24  ,46.1  , 17.4 ,28.7  , 7.88 ,36.5  , 0.79 ,0.24  ,17.3  ,16.4  ,0.36  ,1.75  , 9.95 ,0.21  ,10.8  ,0.24  , 0.00 , 6.13 ,1.38  ,0.67  , 5.82 ,10.65 ,0.40  ,1.50  ,16.1  , 3.9  ,0.69  , 4.2  ,0.08  ,1.23  , 6.7  ,0.95  ,229   ,0.08  , 0.00 ,2.67  , 764  , 844  , 0.15 , 0.05 , 2.10 , 1.22 , 0.20 , 0.22 ,  2.39,  3.04,0.05  , 0.89 ,  4.84,  4.52, 0.10 , 1.66 , 0.21 ,  2.72,
ZE,M,2,175   ,46.1  ,128.9 ,127.0 ,81.7  ,4.6   ,8.53  , 2.64 , 17.6 , 4.10 , 5.00 ,45.2  ,4.98  , 387  ,113   , 1.60 , 22.2 , 3.50 , 2.40 , 9.60 , 2.60 , 2.60 , 3.30 , 6.4  ,0.31  ,28.21 ,0.113 ,15.9  ,3.77  ,14.2  ,0.128 ,0.231 ,431   , 95.3 ,17.3  ,4.1   , 6.4  ,1.86  , 6.76 , 23   , 63.3 , 99   ,.     , 50.0 ,.     ,1.00  ,47.9  , 17.4 ,30.4  , 4.29 ,34.7  , 0.72 ,0.25  ,22.1  ,16.8  ,0.31  ,1.43  , 7.05 ,0.30  ,12.7  ,0.24  , 0.00 , 4.18 ,0.15  ,0.66  , 3.47 ,12.87 ,0.45  ,1.68  ,15.4  , 4.4  ,0.79  , 3.5  ,0.10  ,0.67  , 7.3  ,0.54  ,308   ,0.13  ,16.40 ,1.60  , 574  , 518  , 0.09 , 0.05 , 5.66 , 1.04 , 5.48 , 0.65 , 17.09,  4.36,0.09  , 4.62 , 28.32,  6.10, 0.07 , 3.35 , 3.07 , 10.73,
ZE,M,3,172   ,45.1  ,126.9 ,123.0 ,79.7  ,4.5   ,8.35  , 2.77 , 14.9 , 4.15 , 4.55 ,45.1  ,4.74  , 386  ,118   , 1.35 , 25.4 , 4.05 , 2.55 , 8.50 , 2.40 , 2.90 , 3.60 , 8.2  ,0.35  ,28.07 ,0.107 ,15.5  ,3.64  ,13.8  ,0.123 ,0.263 ,443   , 98.2 ,16.5  ,4.3   , 6.6  ,2.08  , 6.63 , 26   , 65.0 ,153   ,.     , 57.0 ,.     ,1.12  ,47.0  , 17.4 ,29.6  , 6.08 ,35.6  , 0.76 ,0.24  ,19.7  ,16.6  ,0.34  ,1.59  , 8.50 ,0.26  ,11.8  ,0.24  , 0.00 , 5.16 ,0.76  ,0.67  , 4.65 ,11.76 ,0.43  ,1.59  ,15.8  , 4.2  ,0.74  , 3.9  ,0.09  ,0.95  , 7.0  ,0.74  ,269   ,0.11  , 8.20 ,2.14  , 669  , 681  , 0.12 , 0.05 , 3.88 , 1.13 , 2.84 , 0.43 ,  9.74,  3.70,0.07  , 2.75 , 16.58,  5.31, 0.09 , 2.50 , 1.64 ,  6.73,
ZE,F,1,180   ,49.8  ,130.2 ,125.6 ,76.3  ,4.3   ,8.30  , 3.77 , 24.9 , 4.90 , 5.40 ,27.4  ,3.53  , 456  ,146   , 1.90 , 26.4 , 3.60 , 2.90 ,15.60 , 2.60 , 3.60 , 3.50 ,21.1  ,0.87  ,30.31 ,0.105 ,14.9  ,3.70  ,11.9  ,0.105 ,0.257 ,477   , 98.3 ,15.7  ,4.3   , 6.6  ,1.80  ,.     , 33   , 63.3 ,.     ,  3   ,.     ,  0.0 ,1.07  ,47.3  , 16.4 ,31.4  , 4.89 ,36.3  , 0.77 ,0.19  ,17.8  ,17.4  ,0.33  ,1.16  ,10.44 ,0.22  ,11.5  ,0.45  , 1.05 , 3.20 ,0.85  ,0.76  , 3.28 ,11.54 ,0.45  ,1.56  ,17.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZE,F,2,190   ,45.1  ,144.9 ,131.4 ,76.3  ,4.5   ,8.37  , 4.35 , 25.6 , 4.90 , 6.40 ,28.1  ,3.57  , 426  ,130   , 1.40 , 27.0 , 3.40 , 3.20 ,14.20 , 3.70 , 3.40 , 3.80 ,10.4  ,0.43  ,34.67 ,0.099 ,15.0  ,3.97  ,13.5  ,0.108 ,0.178 ,396   , 95.7 ,14.3  ,4.4   , 6.5  ,1.98  ,.     , 20   , 60.0 ,.     ,  6   ,.     ,  3.4 ,1.00  ,45.7  , 18.3 ,30.2  , 5.86 ,36.0  , 0.79 ,0.24  ,17.9  ,17.0  ,0.32  ,1.08  , 9.22 ,0.23  ,12.0  ,0.38  , 1.94 , 3.78 ,1.65  ,0.87  , 3.33 ,11.77 ,0.44  ,1.71  ,16.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZE,F,3,185   ,47.5  ,137.6 ,128.5 ,76.3  ,4.4   ,8.34  , 4.06 , 25.3 , 4.90 , 5.90 ,27.8  ,3.55  , 441  ,138   , 1.65 , 26.7 , 3.50 , 3.05 ,14.90 , 3.15 , 3.50 , 3.65 ,15.8  ,0.65  ,32.49 ,0.102 ,15.0  ,3.84  ,12.7  ,0.106 ,0.217 ,437   , 97.0 ,15.0  ,4.4   , 6.5  ,1.89  ,.     , 27   , 61.6 ,.     ,  5   ,.     ,  1.7 ,1.04  ,46.5  , 17.4 ,30.8  , 5.38 ,36.1  , 0.78 ,0.21  ,17.9  ,17.2  ,0.33  ,1.12  , 9.83 ,0.23  ,11.8  ,0.42  , 1.50 , 3.49 ,1.25  ,0.82  , 3.31 ,11.65 ,0.45  ,1.64  ,17.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZE,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZE,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZE,T,3,179   ,46.3  ,132.2 ,125.8 ,78.0  ,4.5   ,8.34  , 3.41 , 20.1 , 4.53 , 5.23 ,36.4  ,4.14  , 414  ,128   , 1.50 , 26.1 , 3.77 , 2.80 ,11.70 , 2.78 , 3.20 , 3.63 ,12.0  ,0.50  ,30.28 ,0.105 ,15.2  ,3.74  ,13.3  ,0.115 ,0.240 ,440   , 97.6 ,15.8  ,4.4   , 6.6  ,1.99  ,.     , 26   , 63.3 ,.     ,.     ,.     ,.     ,1.08  ,46.8  , 17.4 ,30.2  , 5.73 ,35.9  , 0.77 ,0.23  ,18.8  ,16.9  ,0.33  ,1.36  , 9.17 ,0.24  ,11.8  ,0.33  , 0.75 , 4.32 ,1.01  ,0.74  , 3.98 ,11.71 ,0.44  ,1.61  ,16.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,M,1,187   ,43.3  ,143.7 ,113.7 ,74.1  ,4.3   ,8.27  , 2.80 , 14.5 , 3.80 , 4.40 ,58.1  ,4.89  , 269  ,122   , 3.20 , 28.7 , 3.40 , 2.70 , 5.90 , 2.50 , 1.00 , 3.60 , 9.5  ,1.04  ,27.75 ,0.095 ,13.8  ,3.30  ,15.2  ,0.116 ,0.290 ,475   , 83.3 ,19.3  ,3.0   , 5.5  ,1.82  , 6.64 , 30   , 93.3 ,150   ,.     , 53.8 ,.     ,1.10  ,58.1  , 13.5 ,21.1  , 7.25 ,28.4  , 0.49 ,0.16  ,26.1  ,22.3  ,0.47  ,2.38  , 6.78 ,0.17  , 7.7  ,0.28  , 0.00 , 5.28 ,2.01  ,1.07  , 4.18 , 6.95 ,0.62  ,2.44  ,11.1  , 3.2  ,0.82  , 2.4  ,0.14  ,0.47  , 7.2  ,0.18  ,600   ,0.23  , 0.00 ,1.28  , 552  , 606  , 0.03 , 0.04 , 2.07 , 0.78 , 0.56 , 0.62 ,  7.30,  3.41,0.07  , 1.29 ,  9.97,  4.84, 0.03 , 1.43 , 0.59 ,  5.36,
ZF,M,2,206   ,42.3  ,163.7 ,127.3 ,85.4  ,4.4   ,7.90  , 4.40 , 15.8 , 4.30 , 7.40 ,55.4  ,4.70  , 628  ,132   , 5.00 , 33.4 , 3.80 , 3.10 ,12.70 , 2.70 , 4.50 , 3.90 , 8.9  ,1.08  ,33.32 ,0.137 ,14.3  ,3.27  ,11.9  ,0.134 ,0.268 ,424   , 98.0 ,18.0  ,3.6   , 7.3  ,1.95  , 7.91 , 23   , 90.0 ,142   ,.     , 61.5 ,.     ,1.00  ,48.8  , 17.7 ,27.5  , 5.98 ,33.5  , 0.69 ,0.22  ,20.0  ,16.0  ,0.35  ,1.72  ,10.52 ,0.30  ,12.1  ,0.30  , 0.00 , 5.02 ,0.00  ,1.42  , 4.56 ,10.66 ,0.38  ,1.38  ,15.1  , 3.0  ,0.93  , 2.3  ,0.12  ,0.53  , 7.7  ,0.28  ,549   ,0.20  , 4.74 ,1.59  , 578  , 707  , 0.12 , 0.15 , 1.38 , 1.22 , 4.12 , 1.29 ,  5.96,  4.69,0.06  , 0.16 , 11.58,  7.36, 0.13 , 1.30 , 2.71 ,  5.32,
ZF,M,3,197   ,42.8  ,153.7 ,120.5 ,79.8  ,4.4   ,8.09  , 3.60 , 15.2 , 4.05 , 5.90 ,56.8  ,4.79  , 449  ,127   , 4.10 , 31.1 , 3.60 , 2.90 , 9.30 , 2.60 , 2.75 , 3.75 , 9.2  ,1.06  ,30.54 ,0.116 ,14.1  ,3.29  ,13.6  ,0.125 ,0.279 ,450   , 90.7 ,18.7  ,3.3   , 6.4  ,1.89  , 7.28 , 27   , 91.7 ,146   ,.     , 57.6 ,.     ,1.05  ,53.5  , 15.6 ,24.3  , 6.62 ,30.9  , 0.59 ,0.19  ,23.1  ,19.2  ,0.41  ,2.05  , 8.65 ,0.24  , 9.9  ,0.29  , 0.00 , 5.15 ,1.00  ,1.25  , 4.37 , 8.80 ,0.50  ,1.91  ,13.1  , 3.1  ,0.88  , 2.4  ,0.13  ,0.50  , 7.5  ,0.23  ,575   ,0.22  , 2.37 ,1.44  , 565  , 657  , 0.07 , 0.10 , 1.72 , 1.00 , 2.34 , 0.96 ,  6.63,  4.05,0.07  , 0.72 , 10.78,  6.10, 0.08 , 1.36 , 1.65 ,  5.34,
ZF,F,1,199   ,46.5  ,152.5 ,127.9 ,78.4  ,4.2   ,8.30  , 3.10 , 28.4 , 6.30 , 5.60 ,43.5  ,2.60  , 622  ,117   , 4.00 , 18.0 , 3.90 , 2.40 , 7.70 , 2.30 , 4.40 , 3.80 ,14.8  ,0.57  ,19.92 ,0.129 ,13.8  ,3.53  ,12.2  ,0.125 ,0.260 ,479   , 95.0 ,18.7  ,3.5   , 5.7  ,1.96  ,.     , 33   , 86.2 ,.     , 13   ,.     ,  3.4 ,1.20  ,49.1  , 16.2 ,26.3  , 8.48 ,34.8  , 0.71 ,0.31  ,17.2  ,16.8  ,0.32  ,1.26  ,13.21 ,0.25  ,10.6  ,0.32  , 0.00 , 5.03 ,2.68  ,1.34  , 4.47 , 9.22 ,0.35  ,1.62  ,15.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,F,2,187   ,50.0  ,137.0 ,126.7 ,76.8  ,4.5   ,8.17  , 7.84 , 36.4 , 7.80 , 9.10 ,50.9  ,4.06  , 594  ,150   , 7.60 , 31.4 , 2.80 , 3.00 ,18.00 , 3.80 , 5.20 , 3.90 ,13.6  ,0.64  ,33.53 ,0.149 ,14.3  ,3.70  ,16.4  ,0.128 ,0.232 ,448   , 98.0 ,18.3  ,3.7   , 7.4  ,1.90  ,.     , 14   , 83.3 ,.     , 11   ,.     ,  6.7 ,1.26  ,47.3  , 17.7 ,27.1  , 7.87 ,35.0  , 0.74 ,0.28  ,17.3  ,16.2  ,0.44  ,1.39  ,11.70 ,0.21  ,11.0  ,0.48  , 1.77 , 4.19 ,1.85  ,1.55  , 4.48 , 9.49 ,0.39  ,1.46  ,15.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,F,3,193   ,48.3  ,144.8 ,127.3 ,77.6  ,4.4   ,8.24  , 5.47 , 32.4 , 7.05 , 7.35 ,47.2  ,3.33  , 608  ,134   , 5.80 , 24.7 , 3.35 , 2.70 ,12.85 , 3.05 , 4.80 , 3.85 ,14.2  ,0.60  ,26.73 ,0.139 ,14.1  ,3.62  ,14.3  ,0.127 ,0.246 ,464   , 96.5 ,18.5  ,3.6   , 6.6  ,1.93  ,.     , 24   , 84.8 ,.     , 12   ,.     ,  5.0 ,1.23  ,48.2  , 16.9 ,26.7  , 8.18 ,34.9  , 0.72 ,0.30  ,17.3  ,16.5  ,0.38  ,1.32  ,12.46 ,0.23  ,10.8  ,0.40  , 0.89 , 4.61 ,2.27  ,1.45  , 4.48 , 9.36 ,0.37  ,1.54  ,15.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZF,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
