County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M013, M014, M015, M016, M017, M018, M019, M020, M021, M022, M023, M024, M025, M026, M027, M028, M029, M030, M031, M032, M033, M034, M035, M036, M037, M038, M039, M040, M041, M042, M043, M044, M045, M046, M047, M048, M049, M050, M051, M052, M053, M054, M055, M056, M057, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M076, M077, M078, M079, M080, M081, M082, M083, M084, M085, M086, M087, M088, M089, M090, M091, M092, M093, M094, M095, M096, M097, M098, M099, M100, M101, M102, M103, M104, M105, M106, M107, M108, M109, M110, M111, M112, M113, M114, M115, M116, M117, M118, M119, 
JA,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,F,3,  4.70, 94.41,154.47,182.42, 11.43, 50.12,111.76, 10.07, 70.66,135.30, 38.84,106.84,  1.88,  6.93,  4.25, 65.34,  1.81,  1.55,  0.00,  0.00, 12.99, 11.08,  3.71,  1.10,  0.00,  0.00,149.94,104.90, 12.55,  1.37, 43.62,  0.69,  0.00,  0.00,.     ,  9.65, 11.01, 19.40,  3.91,  5.23,  3.81,  1.99,  4.19, 12.60, 11.68,  2.91,  0.00,  1.87,  0.00,  3.56, 14.65,  3.47,  4.29,  9.75,  0.00,  2.35,  4.29,  5.42,  2.20,  1.82, 23.71, 15.11, 12.55,  2.18,163.34,  3.24, 56.20, 12.03,167.38, 11.63,  2.23,164.22,  9.03, 51.43,  8.57, 11.57,  7.93,  1.90, 11.12,  3.27, 54.75, 10.69, 19.89,.     , 19.89, 17.09,  8.58,  2.99,  4.34,  1.55,  5.42, 32.16, 38.36, 31.73,  2.30,  8.32, 21.32, 12.40, 30.78,100.48,  1.52,  1.55, 11.06,  1.29, 23.51, 17.26,  6.25,  3.50,  1.38,  1.88,  0.13,  1.00,  3.25,  0.75,  1.25,  0.13,  0.00,  0.88,  3.63,
JA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JA,T,3,  4.69, 98.39,168.06,191.13, 14.05, 49.15,116.96, 12.83, 74.17,123.05, 40.21,156.40,  1.25,  5.99,  5.33, 86.08,  1.25,  2.25,  0.16,  3.70, 22.07, 16.39,  5.41,  1.35,  3.35,  2.75,196.99,182.72, 14.05,  3.35, 77.23,  2.22,  2.21,  1.03,.     ,.     ,.     ,.     ,  3.28,  6.21,  5.37,  4.28,  2.94, 10.06,  9.60,  2.11,  0.00,  1.09,  0.00,  5.12, 12.96,  5.92,  6.15,  8.43,  2.01,  4.13,  3.66,  5.29,  2.40,  1.98, 18.90, 10.70, 19.50,  1.94,185.30,  3.35, 53.89, 13.24,220.85, 12.86,  2.48,215.99,  8.70, 50.16, 10.76,  9.27,  5.04,  2.15, 20.80,  5.50, 98.04,  6.29, 14.54,.     ,.     , 11.54,.     ,.     ,  3.40,  1.81,  5.61, 25.74, 48.86, 49.64,  5.30, 15.36, 22.67, 12.75, 23.34, 70.92,  1.98,  1.73, 12.12,.     , 23.45, 17.78,  5.66,  3.96,  1.35,  2.10,  0.18,  1.16,  3.88,  0.82,  1.34,  0.12,  0.00,  0.60,  3.25,
JB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,M,3,  8.31,116.78,158.75,242.74, 18.41,101.86,161.61, 17.31, 81.13,109.65, 69.50,231.09,  6.29,  3.61,  3.58,160.60,  1.34,  4.65,  1.24,  1.47, 23.68, 14.21,  4.09,  0.00,  8.54,  6.87, 98.74,151.49, 12.16,  2.62, 75.05,  3.02,  1.93,  3.17, 28.10,.     ,.     ,.     ,  3.57,  2.54,  3.74,  3.30,  6.93,  8.26,  5.33,  6.00,  1.93,  1.77,  3.83,  3.43, 12.45,  6.37,  6.73,  4.80,  0.64,  4.12,  6.09,  6.62,  4.50,  0.69, 34.37, 53.04, 47.53,  1.27,305.04,  5.35,144.76, 22.43,487.90, 19.29, 10.42,475.81, 16.64, 90.89, 21.53,  2.75,  6.87,  7.12, 47.48,  9.74,122.53,  5.38, 21.04, 21.04,.     , 14.81,.     ,.     ,  0.85,  1.90,  4.46, 15.97, 66.67, 51.40,  9.93, 15.10, 31.53,  4.19, 12.56, 57.52,  1.90,  0.73, 29.22,.     , 41.53, 32.14,  9.39,  6.43,  3.46,  1.98,  0.25,  1.11, 12.98,  2.47,  1.61,  0.74,  0.00,  2.10,  3.83,
JB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,F,3,  8.64, 95.64,164.07,244.46, 13.78, 64.05,167.71, 12.46, 76.74,132.11, 79.95,107.02,  7.49, 12.08,  6.74, 74.26,  3.10,  2.23,  0.00,  1.50,  2.10, 10.36,  2.60,  3.54,  1.50,  1.50, 43.78, 79.01, 13.97,  1.50, 45.79,  1.00,  0.00,  1.62,.     , 12.93,  3.23, 27.08,  1.00,  4.90,  2.10,  4.12,  6.46,  5.66,  3.89,  5.32,  0.00,  1.87,  7.15,  4.39, 14.83,  4.46,  0.78,  8.94,  0.00,  1.10,  0.00,  7.14,  3.96,  1.80, 51.27, 51.97, 54.62,  1.04,234.14,  6.10,161.91, 24.55,338.95, 22.66,  7.71,329.74, 12.20, 81.62, 17.93,  4.17,  2.49,  3.08, 38.96,  4.57, 84.74, 13.17, 14.55,.     , 14.55, 12.93,  6.20,  1.13,  4.60,  0.00,  5.93, 20.10, 44.09, 30.12,  5.26,  5.43, 18.96,  5.77, 32.65,100.99,  0.00,  1.00, 30.86,  1.04, 43.18, 35.98,  7.20,  7.59,  4.19,  1.44,  0.00,  1.18, 13.22,  2.09,  2.22,  0.65,  0.00,  1.70,  3.01,
JB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
JB,T,3,  8.48,106.21,161.41,243.60, 16.09, 82.95,164.66, 14.88, 78.94,120.88, 74.73,169.06,  6.89,  7.84,  5.16,117.43,  2.22,  3.44,  0.62,  1.49, 12.89, 12.29,  3.35,  1.77,  5.02,  4.19, 71.26,115.25, 13.07,  2.06, 60.42,  2.01,  0.96,  2.40,.     ,.     ,.     ,.     ,  2.29,  3.72,  2.92,  3.71,  6.70,  6.96,  4.61,  5.66,  0.96,  1.82,  5.49,  3.91, 13.64,  5.42,  3.76,  6.87,  0.32,  2.61,  3.04,  6.88,  4.23,  1.25, 42.82, 52.51, 51.08,  1.16,269.59,  5.72,153.34, 23.49,413.43, 20.98,  9.06,402.78, 14.42, 86.26, 19.73,  3.46,  4.68,  5.10, 43.22,  7.16,103.64,  9.28, 17.80,.     ,.     , 13.87,.     ,.     ,  2.72,  0.95,  5.20, 18.04, 55.38, 40.76,  7.59, 10.27, 25.25,  4.98, 22.61, 79.25,  0.95,  0.86, 30.04,.     , 42.36, 34.06,  8.29,  7.01,  3.83,  1.71,  0.13,  1.15, 13.10,  2.28,  1.92,  0.70,  0.00,  1.90,  3.42,
KB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,M,3,  8.86,109.84,141.81,239.00, 18.17, 93.15,139.85, 16.60, 99.15,157.33, 40.50,100.00,  4.88,  7.00,  0.00, 60.63,  0.00,  1.70,  1.57,  8.79,  0.00, 14.33,  7.99,  1.70, 10.53,  8.83, 66.77,241.17, 14.29,  4.12,313.84,  8.32,  3.02,  2.48, 91.99,.     ,.     ,.     , 15.76, 11.30,  2.36,  4.01,  2.71,  8.22,  6.52,  1.70,  0.00,  2.86,  3.97,  0.00,  8.95,  5.20,  0.00,  1.82,  3.41,  1.79,  0.00,  3.56,  2.70,  0.00, 10.59,  6.83, 51.07,  0.92,195.48,  2.64, 74.16, 24.76,258.18, 23.79, 17.31,238.02, 10.00,165.17, 31.73,  0.00,  1.32,  1.57,100.55,  5.68,414.39, 31.05, 46.76, 46.76,.     , 45.05,.     ,.     ,  6.46,  3.74,  0.00,  6.68, 82.55,118.09,  8.01, 13.41, 27.76, 10.93, 11.49, 29.06,  5.10, 10.18, 27.07,.     , 44.30, 36.38,  7.92,  7.92,  3.64,  6.21,  1.28,  2.78, 13.27,  3.85,  5.78,  1.07,  0.00,  0.43,  3.00,
KB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,F,3,  7.42, 28.59, 94.32,168.11,  9.32, 57.56,109.89,  8.82, 58.22, 50.04, 27.11, 57.82,  3.25,  4.79,  2.03, 27.13,  0.00,  0.00,  0.53,  9.12,  0.00, 12.56,  2.93,  3.28,  1.50,  1.50, 22.27, 78.00,  8.12,  2.46, 74.89,  5.78,  5.42,  0.00,.     , 29.61,  9.68, 22.48,  5.34,  8.78,  2.96,  5.20,  1.95, 23.23, 21.95,  1.95,  0.00,  0.65,  0.00,  1.40, 11.77,  5.91,  8.34,  1.95,  1.28,  1.59,  2.78,  3.01,  1.57,  0.48, 10.62,  2.72, 18.98,  0.00,122.82,  3.01, 34.43, 16.14,184.15, 15.61, 14.00,168.07,  9.86,113.73,  9.70,  5.64,  3.35,  3.57, 49.67,  6.03,124.56, 50.27, 29.82,.     , 29.82, 29.82,  1.06,  0.00,  6.64,  1.50,  0.41,  6.00, 46.44, 24.16,  5.61,  4.50,  8.13,  5.42, 11.04, 23.81,  0.74,  2.07, 22.20,  0.17, 37.11, 26.87, 10.25,  5.46,  2.96,  2.50,  0.46,  1.59,  9.79,  2.50,  5.24,  1.59,  0.00,  0.68,  1.37,
KB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,T,3,  8.14, 69.22,118.06,203.56, 13.75, 75.36,124.87, 12.71, 78.69,103.69, 33.80, 78.91,  4.07,  5.90,  1.01, 43.88,  0.00,  0.85,  1.05,  8.96,  0.00, 13.45,  5.46,  2.49,  6.01,  5.17, 44.52,159.59, 11.21,  3.29,194.36,  7.05,  4.22,  1.24,.     ,.     ,.     ,.     , 10.55, 10.04,  2.66,  4.61,  2.33, 15.73, 14.23,  1.82,  0.00,  1.75,  1.99,  0.70, 10.36,  5.56,  4.17,  1.89,  2.35,  1.69,  1.39,  3.29,  2.14,  0.24, 10.61,  4.78, 35.02,  0.46,159.15,  2.83, 54.30, 20.45,221.17, 19.70, 15.65,203.05,  9.93,139.45, 20.71,  2.82,  2.33,  2.57, 75.11,  5.86,269.48, 40.66, 38.29,.     ,.     , 37.44,.     ,.     ,  6.55,  2.62,  0.20,  6.34, 64.50, 71.13,  6.81,  8.96, 17.95,  8.18, 11.27, 26.43,  2.92,  6.13, 24.64,.     , 40.70, 31.63,  9.09,  6.69,  3.30,  4.36,  0.87,  2.19, 11.53,  3.18,  5.51,  1.33,  0.00,  0.56,  2.19,
KC,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KC,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
