County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M013, M014, M015, M016, M017, M018, M019, M020, M021, M022, M023, M024, M025, M026, M027, M028, M029, M030, M031, M032, M033, M034, M035, M036, M037, M038, M040, M041, M042, M043, M044, M045, M046, M047, M048, M049, M050, M051, M052, M053, M054, M055, M056, M057, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M076, M077, M078, M079, M080, M081, M082, M083, M084, M085, M086, M087, M088, M089, M090, M091, M092, M093, M094, M095, M096, M097, M098, M099, M100, M101, M102, M103, M104, M105, M106, M107, M108, M109, M110, M111, M112, M113, M114, M115, M116, M117, M118, M119, 
ZN,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZN,T,3,  2.29, 42.34,129.78,118.91, 10.23, 55.53, 53.76,  8.68, 65.15,155.42,  4.41, 21.30,  1.81,  1.38,  0.80, 12.13,  0.28,  0.00,  0.36,  0.00,  0.00,  8.39,  2.60,  2.39, 18.57, 16.14,  9.99, 35.66, 24.20,  0.97, 48.82, 10.29,  2.61,  0.72,.     ,.     ,.     ,.     ,  6.81,  1.75,  4.29,  0.00, 46.97, 46.17,  0.00,  0.00,  0.41,  2.03,  0.36,  6.04,  3.26,  7.43,  0.70,  2.30,  0.91,  1.36,  5.10,  3.23,  0.00,  5.14, 28.28, 45.28,  2.33,151.04,  2.76,171.49,  5.04, 54.31,  2.61, 15.21, 36.24,  3.03, 73.82,  6.13,  0.00,  2.70,  2.77, 56.23,  3.74,105.05,  2.31, 27.94,.     ,.     , 24.79,.     ,.     ,  0.88,  2.13,  3.16, 18.70, 53.43,128.83, 29.78, 70.16,  9.00,  7.78,  8.62, 24.86,  3.10,  1.74,  8.38,.     , 11.43,  8.49,  2.94,  0.82,  0.51,  2.54,  0.53,  1.39,  2.75,  0.80,  0.41,  0.14,  0.00,  0.00,  0.86,
ZO,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,M,3,  2.31, 55.80,177.54,150.38, 12.51, 72.07, 57.55, 10.63, 92.84,188.50,  2.90, 50.13,  0.90,  1.34,  0.31, 35.44,  0.00,  1.20,  0.00,  0.56,  0.00, 11.05,  3.17, 12.36, 28.87, 19.90, 25.67, 33.71, 19.74,  2.54, 69.59,  5.52,  5.33,  2.48, 72.10,.     ,.     ,.     ,  5.92,  3.51,  6.12,  0.93, 33.99, 30.25,  0.00,  2.14,  1.53,  3.98,  0.46,  1.78,  2.53,  6.21,  0.38,  1.68,  0.75,  1.22,  4.62,  3.52,  0.12,  5.71, 33.94, 43.21,  1.92,183.93,  2.71,167.88,  5.54, 82.41,  4.35, 28.24, 50.75,  6.84,121.17, 12.27,  0.00,  2.29,  5.50, 85.13,  8.03,154.72,  4.55, 32.64, 32.64,.     , 32.00,.     ,.     ,  5.65,  4.90,  4.22, 25.66, 83.39,159.54, 52.85,101.32, 10.92,  4.89,  6.28, 26.19,  2.56,  2.48,  7.11,.     , 11.55,  7.80,  3.74,  0.95,  0.32,  2.84,  0.18,  1.98,  1.13,  0.36,  0.05,  0.14,  0.00,  0.00,  1.13,
ZO,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,F,3,  1.79, 34.66, 65.71, 72.98,  6.84, 49.97, 41.69,  6.14, 31.29, 70.02,  3.10, 19.88,  0.68,  2.09,  0.49,  9.91,  0.00,  0.31,  0.00,  0.00,  0.00,  9.65,  1.60,  1.54,  5.29,  4.50,  1.90, 16.73, 19.49,  1.25, 21.04,  3.75,  0.31,  0.00,.     , 26.31, 11.89, 20.46,  3.71,  1.64,  4.30,  1.05, 42.18, 39.19,  0.12,  1.49,  0.51,  2.34,  0.14,  1.32,  2.53,  5.42,  0.14,  1.83,  0.52,  0.32,  2.36,  2.38,  0.00,  5.87, 12.75, 27.38,  1.12,140.40,  1.25, 97.57,  6.20, 28.16,  5.29, 12.25, 13.80,  1.74, 46.33,  4.79,  0.00,  1.67,  1.19, 29.04,  2.44, 50.08,  4.64, 30.79,.     , 30.79, 30.09,  0.45,  0.00,  0.89,  4.45,  2.33, 20.55, 25.91, 53.42, 14.75, 36.15,  3.17,  1.77,  4.71, 14.97,  0.53,  1.63,  5.72,  0.08,  8.94,  6.42,  2.52,  1.28,  0.24,  1.95,  0.14,  1.28,  0.76,  0.24,  0.00,  0.14,  0.00,  0.00,  0.67,
ZO,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZO,T,3,  2.05, 45.23,121.63,111.68,  9.68, 61.02, 49.62,  8.38, 62.07,129.26,  3.00, 35.01,  0.79,  1.72,  0.40, 22.68,  0.00,  0.76,  0.00,  0.28,  0.00, 10.35,  2.39,  6.95, 17.08, 12.20, 13.79, 25.22, 19.61,  1.90, 45.32,  4.63,  2.82,  1.24,.     ,.     ,.     ,.     ,  4.82,  2.57,  5.21,  0.99, 38.09, 34.72,  0.06,  1.82,  1.02,  3.16,  0.30,  1.55,  2.53,  5.82,  0.26,  1.76,  0.64,  0.77,  3.49,  2.95,  0.06,  5.79, 23.34, 35.30,  1.52,162.17,  1.98,132.72,  5.87, 55.28,  4.82, 20.25, 32.27,  4.29, 83.75,  8.53,  0.00,  1.98,  3.35, 57.09,  5.23,102.40,  4.59, 31.71,.     ,.     , 31.05,.     ,.     ,  3.27,  4.68,  3.27, 23.11, 54.65,106.48, 33.80, 68.73,  7.04,  3.33,  5.50, 20.58,  1.55,  2.06,  6.42,.     , 10.25,  7.11,  3.13,  1.11,  0.28,  2.40,  0.16,  1.63,  0.94,  0.30,  0.03,  0.14,  0.00,  0.00,  0.90,
ZP,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,M,3,  2.14, 59.67,176.71,148.66, 11.62, 64.94, 57.94,  9.72, 90.72,190.16,  2.56, 36.99,  1.31,  1.91,  0.13, 22.40,  0.20,  1.05,  0.00,  0.76,  0.00, 10.21,  2.54,  5.46, 14.11, 11.47,  5.72, 31.10, 15.94,  2.67, 75.83,  5.16,  7.10,  2.36, 45.50,.     ,.     ,.     ,  9.65,  1.91,  8.17,  1.15, 44.67, 38.72,  0.23,  3.37,  0.57,  2.63,  0.49,  6.66,  3.52,  7.06,  1.10,  1.73,  0.54,  0.52,  7.77,  3.57,  0.23,  1.87, 32.50, 45.72,  2.53,195.47,  5.24,161.40,  5.99, 58.82,  4.70, 17.48, 48.05,  4.32,123.06, 11.89,  0.22,  1.75,  3.29, 86.45,  5.96,162.28,  7.11, 30.13, 30.13,.     , 28.40,.     ,.     ,  4.05,  3.71,  3.40, 26.58, 80.13,152.80, 46.93,105.09, 14.46,  7.50,  6.82, 35.17,  3.77,  2.19,  7.21,.     , 10.72,  7.70,  3.02,  0.94,  0.33,  2.50,  0.28,  1.56,  1.51,  0.71,  0.05,  0.24,  0.00,  0.00,  1.04,
ZP,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,F,3,  1.86, 34.80, 72.43, 77.84,  7.02, 49.54, 44.69,  6.30, 33.14, 72.13,  3.40, 13.43,  1.13,  0.25,  1.40,  7.91,  0.00,  0.99,  0.00,  0.26,  0.00,  8.83,  1.67,  1.09,  5.58,  5.29,  0.84, 14.19, 10.46,  0.58, 21.20,  5.59,  2.73,  0.79,.     , 27.05, 10.83, 25.19,  3.31,  2.39,  4.30,  1.04, 50.73, 45.20,  0.14,  2.75,  0.55,  2.02,  0.00,  2.41,  3.04,  4.10,  0.29,  1.21,  0.41,  0.19,  4.36,  2.51,  0.00,  5.42, 20.21, 32.83,  1.49,138.06,  2.86,112.65,  5.34, 27.98,  4.37,  9.10, 21.45,  1.53, 47.36,  2.19,  0.00,  1.21,  1.01, 34.90,  1.59, 56.09,  1.96, 26.12,.     , 26.12, 25.17,  0.64,  0.00,  2.23,  3.46,  3.17, 18.21, 25.61, 48.88, 12.95, 29.36,  4.87,  3.62,  6.61, 22.31,  0.93,  0.93,  6.03,  0.13,  9.28,  6.79,  2.48,  1.12,  0.30,  2.03,  0.35,  1.22,  1.17,  0.46,  0.10,  0.15,  0.00,  0.05,  0.66,
ZP,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZP,T,3,  2.00, 47.23,124.57,113.25,  9.32, 57.24, 51.31,  8.01, 61.93,131.15,  2.98, 25.21,  1.22,  1.08,  0.77, 15.15,  0.10,  1.02,  0.00,  0.51,  0.00,  9.52,  2.10,  3.27,  9.85,  8.38,  3.28, 22.64, 13.20,  1.63, 48.52,  5.38,  4.92,  1.57,.     ,.     ,.     ,.     ,  6.48,  2.15,  6.24,  1.09, 47.70, 41.96,  0.19,  3.06,  0.56,  2.33,  0.24,  4.54,  3.28,  5.58,  0.70,  1.47,  0.48,  0.36,  6.07,  3.04,  0.12,  3.65, 26.36, 39.27,  2.01,166.77,  4.05,137.03,  5.67, 43.40,  4.54, 13.29, 34.75,  2.93, 85.21,  7.04,  0.11,  1.48,  2.15, 60.68,  3.77,109.19,  4.54, 28.13,.     ,.     , 26.79,.     ,.     ,  3.14,  3.58,  3.29, 22.39, 52.87,100.84, 29.94, 67.23,  9.67,  5.56,  6.72, 28.74,  2.35,  1.56,  6.62,.     , 10.00,  7.25,  2.75,  1.03,  0.32,  2.27,  0.32,  1.39,  1.34,  0.58,  0.08,  0.20,  0.00,  0.03,  0.85,
