County, Sex, Xiang, P001, P002, P003, P004, P005, P006, P007, P008, P009, P012, P013, P014, P015, P025, P027, P028, P029, P030, P031, P032, P033, P034, P035, P036, P037, P041, P042, P044, P046, R001, R002, R003, R005, R006, R007, R008, R010, R011, R016, R019, R020, R021, R022, R023, R025, R026, U001, U002, U003, U012, U013, U015, U016, U017, U018, U019, U020, U021, U022, U023, U024, 
BB,T,3,123   ,44.8  , 78.0 , 98.5 , 78.6 , 4.5  ,7.78  ,11.10 ,13.7  ,40.7  ,3.78  , 790  , 60   ,0.76  ,0.110 ,16.4  ,2.67  , 8.5  ,0.121 ,0.107 , 64   ,304   ,284   , 79.6 ,12.6  ,.     ,  5   ,.     , 76   ,12.7  ,1.53  ,38.3  ,25.3  , 5.88 ,31.1  , 0.81 ,23.5  ,14.7  ,12.3  , 9.60 , 0.64 , 0.27 , 2.18 , 9.28 , 2.82 ,13.2  , 7.3  ,2.71  , 4.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,M,1,114   ,47.8  , 66.6 , 98.6 , 78.0 , 4.5  ,7.60  , 0.00 , 6.4  ,68.5  ,3.88  , 783  ,144   ,1.07  ,0.096 ,17.1  ,2.11  , 8.7  ,0.097 ,0.117 , 49   ,396   ,243   , 79.3 ,16.2  , 563  ,  0   ,   .  ,184   ,14.1  ,1.41  ,40.9  ,26.8  , 4.38 ,31.2  , 0.76 ,25.4  ,15.4  ,16.6  , 6.02 , 0.38 , 0.18 , 2.17 ,10.05 , 2.78 ,14.0  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
BC,M,2,111   ,42.7  , 68.0 , 92.1 , 86.0 , 4.4  ,7.80  , 0.89 ,10.0  ,53.4  ,2.76  , 674  ,  0   ,1.07  ,0.098 ,15.2  ,2.51  , 8.6  ,0.093 ,0.093 ,108   ,484   ,223   , 86.8 ,16.8  , 617  ,  4   ,   .  ,251   ,14.6  ,1.62  ,38.9  ,25.0  , 7.07 ,32.0  , 0.82 ,23.0  ,15.9  ,13.5  , 8.10 , 0.30 , 0.39 , 3.38 , 9.67 , 3.34 ,12.0  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
BC,M,3,113   ,45.3  , 67.3 , 95.3 , 82.0 , 4.5  ,7.70  , 0.45 , 8.2  ,61.0  ,3.32  , 729  , 72   ,1.07  ,0.097 ,16.2  ,2.31  , 8.7  ,0.095 ,0.105 , 79   ,440   ,233   , 83.0 ,16.5  , 590  ,  2   ,.     ,218   ,14.3  ,1.52  ,39.9  ,25.9  , 5.73 ,31.6  , 0.79 ,24.2  ,15.7  ,15.1  , 7.06 , 0.34 , 0.29 , 2.77 , 9.86 , 3.06 ,13.0  , 6.0  ,1.34  , 4.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,F,1,140   ,47.5  , 92.2 ,104.3 , 87.8 , 4.6  ,7.90  , 0.00 , 9.7  ,60.4  ,2.48  , 898  ,126   ,1.68  ,0.108 ,13.5  ,2.51  , 9.2  ,0.092 ,0.104 , 48   ,420   ,237   , 87.9 ,12.0  ,.     ,  4   ,.     ,176   ,13.5  ,1.56  ,37.6  ,25.3  , 9.00 ,34.3  , 0.91 ,22.4  ,15.2  ,11.6  , 9.77 , 0.33 , 0.42 , 4.93 , 8.40 , 3.06 ,13.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,F,2,139   ,45.3  , 93.2 , 95.6 , 57.6 , 3.4  ,6.40  , 0.75 ,11.3  ,59.3  ,2.22  , 765  ,136   ,1.20  ,0.104 ,18.3  ,3.41  , 9.0  ,0.095 ,0.100 , 35   ,384   ,217   , 54.2 ,12.0  ,.     , 12   ,.     , 25   ,13.3  ,1.39  ,38.3  ,27.1  , 9.08 ,36.2  , 0.94 ,22.1  ,16.3  ,12.2  , 7.88 , 0.31 , 0.45 , 5.14 , 9.59 , 2.91 ,14.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,F,3,140   ,46.4  , 92.7 ,100.0 , 72.7 , 4.0  ,7.15  , 0.38 ,10.5  ,59.9  ,2.35  , 832  ,131   ,1.44  ,0.106 ,15.9  ,2.96  , 9.1  ,0.093 ,0.102 , 42   ,402   ,227   , 71.1 ,12.0  ,.     ,  8   ,.     ,101   ,13.4  ,1.48  ,38.0  ,26.2  , 9.04 ,35.3  , 0.93 ,22.3  ,15.8  ,11.9  , 8.82 , 0.32 , 0.43 , 5.04 , 9.00 , 2.99 ,14.3  , 6.9  ,1.71  , 4.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
BC,T,3,126   ,45.8  , 80.0 , 97.7 , 77.4 , 4.2  ,7.43  , 0.41 , 9.4  ,60.4  ,2.83  , 780  ,102   ,1.26  ,0.102 ,16.0  ,2.64  , 8.9  ,0.094 ,0.104 , 60   ,421   ,230   , 77.1 ,14.3  ,.     ,  5   ,.     ,159   ,13.9  ,1.50  ,38.9  ,26.1  , 7.38 ,33.4  , 0.86 ,23.2  ,15.7  ,13.5  , 7.94 , 0.33 , 0.36 , 3.91 , 9.43 , 3.02 ,13.6  , 6.5  ,1.53  , 4.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,M,1,120   ,37.8  , 81.8 , 85.9 , 60.8 , 4.5  ,7.60  , 0.00 , 4.6  ,51.5  ,2.76  , 346  ,  0   ,1.02  ,0.102 ,16.7  ,2.29  ,11.6  ,0.191 ,0.095 , 85   ,301   ,242   , 62.7 ,13.2  , 568  ,  0   , 75.0 ,125   ,11.4  ,1.60  ,44.5  ,24.7  , 4.23 ,29.0  , 0.65 ,26.3  ,18.2  ,13.4  , 7.69 , 0.32 , 0.24 , 1.94 , 9.12 , 2.60 ,13.0  ,.     ,.     ,.     ,1086  ,1115  ,0.05  ,0.06  , 4.18 , 1.88 , 0.05 , 0.06 , 9.52 , 7.87 ,0.10  , 2.30 ,
CB,M,2,120   ,37.5  , 82.8 , 85.0 , 54.9 , 4.1  ,7.00  , 0.00 , 3.8  ,20.2  ,2.22  , 564  ,102   ,0.90  ,0.096 ,14.6  ,2.01  , 9.9  ,0.177 ,0.109 , 75   ,382   ,224   , 67.0 ,11.8  , 533  ,  4   , 92.6 ,191   ,12.8  ,1.51  ,40.3  ,29.4  , 5.40 ,34.8  , 0.86 ,27.7  ,12.6  ,12.4  , 6.45 , 0.66 , 0.33 , 2.14 ,11.36 , 2.53 ,15.5  ,.     ,.     ,.     ,1276  ,1233  ,0.06  ,2.69  , 4.13 , 3.66 , 0.98 , 0.06 , 6.29 , 5.18 ,0.07  , 0.47 ,
CB,M,3,120   ,37.6  , 82.3 , 85.5 , 57.9 , 4.3  ,7.30  , 0.00 , 4.2  ,35.9  ,2.49  , 455  , 51   ,0.96  ,0.099 ,15.7  ,2.15  ,10.8  ,0.184 ,0.102 , 80   ,342   ,233   , 64.9 ,12.5  , 551  ,  2   , 83.8 ,158   ,12.1  ,1.56  ,42.4  ,27.1  , 4.82 ,31.9  , 0.76 ,27.0  ,15.4  ,12.9  , 7.07 , 0.49 , 0.29 , 2.04 ,10.24 , 2.56 ,14.3  , 9.6  ,2.06  , 6.5  ,1181  ,1174  ,0.06  ,1.38  , 4.16 , 2.77 , 0.52 , 0.06 , 7.91 , 6.53 ,0.09  , 1.39 ,
CB,F,1,103   ,45.2  , 57.3 ,100.2 , 67.7 , 4.4  ,8.00  , 0.00 , 5.1  ,31.4  ,2.48  , 642  ,  0   ,1.31  ,0.094 ,16.0  ,2.91  ,13.8  ,0.178 ,0.091 , 47   ,431   ,273   , 63.6 ,10.9  ,.     ,  4   ,.     ,  0   ,11.1  ,1.39  ,45.8  ,19.1  , 3.07 ,22.1  , 0.48 ,28.6  ,17.1  ,13.8  , 8.98 , 0.36 , 0.13 , 1.19 , 7.58 , 2.77 , 8.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,F,2,119   ,63.1  , 56.0 , 94.3 , 60.3 , 4.5  ,7.90  , 0.00 , 7.4  ,30.3  ,1.96  , 594  ,117   ,0.55  ,0.096 ,15.0  ,2.60  ,11.0  ,0.179 ,0.084 , 41   ,572   ,283   , 73.7 ,11.2  ,.     ,  8   ,.     ,  0   ,11.4  ,1.25  ,41.0  ,22.1  , 4.15 ,26.3  , 0.64 ,24.9  ,16.1  ,11.6  , 9.58 , 0.41 , 0.18 , 2.07 , 8.31 , 1.68 ,12.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,F,3,111   ,54.2  , 56.6 , 97.3 , 64.0 , 4.5  ,7.95  , 0.00 , 6.3  ,30.9  ,2.22  , 618  , 59   ,0.93  ,0.095 ,15.5  ,2.76  ,12.4  ,0.178 ,0.088 , 44   ,502   ,278   , 68.7 ,11.1  ,.     ,  6   ,.     ,  0   ,11.3  ,1.32  ,43.4  ,20.6  , 3.61 ,24.2  , 0.56 ,26.8  ,16.6  ,12.7  , 9.28 , 0.39 , 0.15 , 1.63 , 7.95 , 2.23 ,10.4  , 8.8  ,2.07  , 5.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CB,T,3,116   ,45.9  , 69.5 , 91.4 , 60.9 , 4.4  ,7.63  , 0.00 , 5.2  ,33.4  ,2.36  , 537  , 55   ,0.95  ,0.097 ,15.6  ,2.45  ,11.6  ,0.181 ,0.095 , 62   ,422   ,256   , 66.8 ,11.8  ,.     ,  4   ,.     , 79   ,11.7  ,1.44  ,42.9  ,23.8  , 4.21 ,28.1  , 0.66 ,26.9  ,16.0  ,12.8  , 8.18 , 0.44 , 0.22 , 1.83 , 9.09 , 2.40 ,12.3  , 9.2  ,2.06  , 6.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,1,149   ,53.5  , 95.2 , 84.5 , 58.1 , 4.2  ,7.80  , 0.00 , 2.0  ,42.0  ,2.48  , 618  , 85   ,0.45  ,0.101 ,19.0  ,2.51  , 5.5  ,0.117 ,0.183 , 76   ,320   ,210   , 89.7 ,12.3  , 624  , 21   , 80.0 ,150   ,14.3  ,1.71  ,47.8  ,18.3  , 2.91 ,21.3  , 0.45 ,29.3  ,18.4  ,15.0  , 9.16 , 0.06 , 0.15 , 0.91 , 7.02 , 2.67 , 8.7  ,.     ,.     ,.     , 809  ,1030  ,0.18  ,0.10  , 9.04 , 4.81 , 0.04 , 0.89 , 7.38 , 8.22 ,0.14  , 4.23 ,
CC,M,2,137   ,43.6  , 93.4 , 94.2 , 61.2 , 4.4  ,7.80  , 0.00 , 5.4  ,52.1  ,2.39  , 934  ,105   ,0.44  ,0.104 ,17.9  ,2.20  , 5.4  ,0.107 ,0.103 , 85   ,294   ,244   , 89.4 ,16.2  , 716  , 17   , 47.8 ,102   ,14.6  ,1.78  ,42.3  ,26.9  , 4.66 ,31.6  , 0.75 ,24.9  ,17.4  ,14.1  , 7.63 , 0.47 , 0.22 , 2.36 , 9.68 , 2.37 ,14.9  ,.     ,.     ,.     , 811  , 919  ,0.32  ,0.14  ,15.14 , 5.21 , 0.04 , 0.49 ,10.78 , 8.82 ,0.16  , 9.93 ,
CC,M,3,143   ,48.6  , 94.3 , 89.4 , 59.7 , 4.3  ,7.80  , 0.00 , 3.7  ,47.1  ,2.44  , 776  , 95   ,0.45  ,0.103 ,18.4  ,2.35  , 5.5  ,0.112 ,0.143 , 81   ,307   ,227   , 89.6 ,14.3  , 670  , 19   , 63.9 ,126   ,14.5  ,1.75  ,45.0  ,22.6  , 3.79 ,26.5  , 0.60 ,27.1  ,17.9  ,14.6  , 8.39 , 0.27 , 0.18 , 1.64 , 8.35 , 2.52 ,11.8  ,12.3  ,2.17  , 6.8  , 810  , 975  ,0.25  ,0.12  ,12.09 , 5.01 , 0.04 , 0.69 , 9.08 , 8.52 ,0.15  , 7.08 ,
CC,F,1,140   ,49.3  , 90.4 ,104.6 , 61.9 , 4.5  ,8.20  , 1.32 , 2.5  ,42.3  ,2.76  , 838  ,126   ,0.26  ,0.116 ,17.0  ,2.69  , 5.6  ,0.126 ,0.108 , 85   ,301   ,272   , 91.7 ,11.5  ,.     ,  0   ,.     ,  0   ,13.8  ,1.81  ,37.0  ,27.3  , 6.80 ,34.1  , 0.92 ,21.8  ,15.2  ,11.9  , 9.65 , 0.34 , 0.26 , 2.93 , 8.12 , 3.10 ,16.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,F,2,131   ,54.7  , 76.2 , 96.3 , 63.5 , 4.5  ,8.10  , 1.15 , 6.6  ,41.0  ,1.45  , 781  , 82   ,1.67  ,0.111 ,17.9  ,2.60  , 6.1  ,0.121 ,0.104 , 47   ,329   ,302   , 94.4 ,11.5  ,.     ,  9   ,.     , 15   ,14.3  ,1.79  ,40.6  ,27.3  , 4.91 ,32.2  , 0.79 ,24.2  ,16.4  ,13.0  , 7.69 , 0.30 , 0.23 , 2.60 , 8.87 , 2.67 ,15.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,F,3,136   ,52.0  , 83.3 ,100.5 , 62.7 , 4.5  ,8.15  , 1.24 , 4.5  ,41.6  ,2.10  , 810  ,104   ,0.96  ,0.114 ,17.4  ,2.65  , 5.8  ,0.123 ,0.106 , 66   ,315   ,287   , 93.1 ,11.5  ,.     ,  5   ,.     ,  8   ,14.1  ,1.80  ,38.8  ,27.3  , 5.86 ,33.2  , 0.86 ,23.0  ,15.8  ,12.5  , 8.67 , 0.32 , 0.25 , 2.77 , 8.49 , 2.89 ,15.8  ,10.7  ,1.96  , 6.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,3,139   ,50.3  , 88.8 , 94.9 , 61.2 , 4.4  ,7.98  , 0.62 , 4.1  ,44.4  ,2.27  , 793  ,100   ,0.70  ,0.108 ,17.9  ,2.50  , 5.7  ,0.118 ,0.124 , 73   ,311   ,257   , 91.3 ,12.9  ,.     , 12   ,.     , 67   ,14.3  ,1.77  ,41.9  ,25.0  , 4.82 ,29.8  , 0.73 ,25.1  ,16.8  ,13.5  , 8.53 , 0.29 , 0.22 , 2.20 , 8.42 , 2.70 ,13.8  ,11.5  ,2.06  , 6.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,M,1, 86   ,44.5  , 41.8 , 94.2 , 59.8 , 4.4  ,7.60  , 0.99 , 5.8  ,46.7  ,2.76  , 408  ,  0   ,1.11  ,0.087 ,16.3  ,2.29  , 9.7  ,0.071 ,0.087 , 81   ,346   ,271   , 86.1 ,14.0  , 685  ,  0   , 32.0 ,156   ,14.5  ,1.55  ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
CD,M,2,130   ,44.9  , 85.0 , 93.7 , 53.9 , 4.1  ,7.10  , 0.00 , 5.3  ,39.5  ,2.48  , 726  ,  0   ,2.36  ,0.096 ,15.7  ,2.11  ,10.9  ,0.083 ,0.106 , 58   ,444   ,178   , 85.2 ,11.2  , 691  ,  4   , 30.0 ,138   ,15.4  ,1.40  ,53.7  ,14.1  , 3.72 ,17.8  , 0.33 ,29.4  ,24.3  ,10.0  ,10.61 , 0.71 , 0.13 , 0.89 , 4.50 , 2.46 , 7.1  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
CD,M,3,108   ,44.7  , 63.4 , 94.0 , 56.9 , 4.3  ,7.35  , 0.49 , 5.5  ,43.1  ,2.62  , 567  ,  0   ,1.74  ,0.091 ,16.0  ,2.20  ,10.3  ,0.077 ,0.097 , 70   ,395   ,225   , 85.7 ,12.6  , 688  ,  2   , 31.0 ,147   ,15.0  ,1.48  ,53.7  ,14.1  , 3.72 ,17.8  , 0.33 ,29.4  ,24.3  ,10.0  ,10.61 , 0.71 , 0.13 , 0.89 , 4.50 , 2.46 , 7.1  ,12.3  ,3.32  , 7.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,F,1,115   ,42.6  , 72.4 , 89.9 , 61.4 , 4.3  ,7.50  , 2.10 , 7.9  ,43.4  ,2.22  , 593  ,  0   ,1.99  ,0.100 ,18.5  ,2.41  ,10.0  ,0.076 ,0.092 , 32   ,374   ,274   , 83.4 , 9.5  ,.     ,  0   ,.     , 68   ,13.7  ,1.47  ,49.7  ,17.8  , 4.45 ,22.2  , 0.45 ,29.1  ,20.7  ,10.9  ,11.75 , 0.47 , 0.26 , 1.75 , 5.46 , 2.23 ,10.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,F,2, 81   ,40.4  , 40.1 , 91.1 , 49.6 , 4.1  ,7.20  , 0.00 , 5.4  ,27.3  ,1.96  , 673  , 74   ,0.99  ,0.086 ,18.3  ,2.41  , 8.0  ,0.068 ,0.081 , 39   ,320   ,266   , 87.4 ,10.4  ,.     ,  0   ,.     , 75   ,14.2  ,1.39  ,39.8  ,26.5  , 6.52 ,33.0  , 0.83 ,24.0  ,15.8  ,12.3  ,10.82 , 0.54 , 0.37 , 2.70 , 9.53 , 2.31 ,14.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,F,3, 98   ,41.5  , 56.3 , 90.5 , 55.5 , 4.2  ,7.35  , 1.05 , 6.7  ,35.4  ,2.09  , 633  , 37   ,1.49  ,0.093 ,18.4  ,2.41  , 9.0  ,0.072 ,0.087 , 36   ,347   ,270   , 85.4 ,10.0  ,.     ,  0   ,.     , 72   ,13.9  ,1.43  ,44.8  ,22.2  , 5.49 ,27.6  , 0.64 ,26.6  ,18.3  ,11.6  ,11.29 , 0.51 , 0.32 , 2.23 , 7.50 , 2.27 ,12.3  , 3.6  ,1.04  , 2.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,T,3,103   ,43.1  , 59.8 , 92.2 , 56.2 , 4.2  ,7.35  , 0.77 , 6.1  ,39.2  ,2.36  , 600  , 19   ,1.61  ,0.092 ,17.2  ,2.31  , 9.7  ,0.075 ,0.092 , 53   ,371   ,247   , 85.5 ,11.3  ,.     ,  1   ,.     ,109   ,14.5  ,1.45  ,49.2  ,18.1  , 4.60 ,22.7  , 0.49 ,28.0  ,21.3  ,10.8  ,10.95 , 0.61 , 0.22 , 1.56 , 6.00 , 2.37 , 9.7  , 8.0  ,2.18  , 5.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,M,1,128   ,38.5  , 89.0 , 73.3 , 55.1 , 4.0  ,7.60  , 1.12 , 3.9  ,31.3  ,2.22  , 772  ,  0   ,0.49  ,0.100 ,15.8  ,2.11  , 8.3  ,0.084 ,0.114 ,   .  ,   .  ,254   , 80.4 ,11.8  , 684  ,  0   , 52.9 , 84   ,13.7  ,1.67  ,36.8  ,25.8  , 5.91 ,31.7  , 0.86 ,22.7  ,14.1  ,11.0  , 7.54 , 0.18 , 0.32 , 2.35 , 8.04 , 2.99 ,14.7  ,.     ,.     ,.     , 682  , 707  ,0.91  ,1.96  ,49.03 ,42.95 , 0.88 , 0.62 ,57.31 ,45.94 ,0.41  , 6.08 ,
DA,M,2,117   ,42.2  , 74.9 , 78.8 , 50.2 , 4.3  ,7.90  , 0.75 , 3.8  ,35.2  ,3.30  , 674  ,  0   ,1.03  ,0.108 ,17.3  ,2.51  ,12.2  ,0.097 ,0.136 , 59   ,427   ,242   , 75.7 ,11.8  , 563  , 23   , 52.9 ,102   ,14.9  ,1.59  ,40.7  ,25.9  , 5.72 ,31.6  , 0.78 ,27.0  ,13.7  ,13.5  , 8.15 , 0.32 , 0.26 , 2.94 , 8.16 , 2.66 ,15.1  ,.     ,.     ,.     , 412  , 668  ,0.69  ,1.66  ,41.46 ,36.19 , 0.17 , 0.29 ,37.07 ,27.93 ,0.28  , 5.27 ,
DA,M,3,123   ,40.4  , 82.0 , 76.0 , 52.7 , 4.2  ,7.75  , 0.94 , 3.9  ,33.3  ,2.76  , 723  ,  0   ,0.76  ,0.104 ,16.6  ,2.31  ,10.3  ,0.091 ,0.125 , 59   ,427   ,248   , 78.1 ,11.8  , 624  , 12   , 52.9 , 93   ,14.3  ,1.63  ,38.8  ,25.9  , 5.82 ,31.7  , 0.82 ,24.9  ,13.9  ,12.3  , 7.85 , 0.25 , 0.29 , 2.65 , 8.10 , 2.83 ,14.9  , 6.0  ,1.09  , 3.9  , 547  , 688  ,0.80  ,1.81  ,45.25 ,39.57 , 0.53 , 0.46 ,47.19 ,36.94 ,0.35  , 5.67 ,
DA,F,1,104   ,32.2  , 72.0 , 80.3 , 57.3 , 4.4  , .    , 0.69 , 4.5  ,31.9  ,2.76  , 853  ,  0   ,1.03  ,0.112 ,17.9  , .    , 9.5  ,0.092 ,0.122 , 43   ,346   ,250   , 87.4 ,10.6  ,.     ,  9   ,.     ,  6   ,13.8  ,1.58  ,42.9  ,27.0  , 4.54 ,31.6  , 0.74 ,24.7  ,18.3  ,14.0  , 6.69 , 0.19 , 0.05 , 2.68 , 8.45 , 2.73 ,15.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,F,2,116   ,41.4  , 74.5 , 81.8 , 50.1 , 4.5  ,8.20  , 0.00 , 3.4  ,33.2  ,2.48  , 770  ,139   ,1.18  ,0.105 ,16.2  ,2.41  ,11.8  ,0.093 ,0.122 ,   .  ,   .  ,287   , 77.3 , 9.8  ,.     ,  9   ,.     , 13   ,14.7  ,1.57  ,43.3  ,23.2  , 5.21 ,28.4  , 0.66 ,27.9  ,15.4  ,12.5  , 9.20 , 0.33 , 0.28 , 2.82 , 7.28 , 2.93 ,13.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
DA,F,3,110   ,36.8  , 73.3 , 81.0 , 53.7 , 4.5  ,8.20  , 0.34 , 4.0  ,32.6  ,2.62  , 812  , 70   ,1.10  ,0.108 ,17.1  ,2.41  ,10.7  ,0.092 ,0.122 , 43   ,346   ,269   , 82.4 ,10.2  ,.     ,  9   ,.     , 10   ,14.3  ,1.58  ,43.1  ,25.1  , 4.88 ,30.0  , 0.70 ,26.3  ,16.9  ,13.3  , 7.95 , 0.26 , 0.17 , 2.75 , 7.87 , 2.83 ,14.5  , 6.7  ,1.56  , 4.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
