County, Sex, Xiang, P001, P002, P003, P004, P005, P006, P007, P008, P009, P012, P013, P014, P015, P025, P027, P028, P029, P030, P031, P032, P033, P034, P035, P036, P037, P041, P042, P044, P046, R001, R002, R003, R005, R006, R007, R008, R010, R011, R016, R019, R020, R021, R022, R023, R025, R026, U001, U002, U003, U012, U013, U015, U016, U017, U018, U019, U020, U021, U022, U023, U024, 
UC,F,3,135   ,48.8  , 85.6 ,100.9 , 62.8 , 3.9  ,8.04  , 0.54 ,10.3  ,35.5  ,2.49  , 689  , 20   ,0.57  ,0.103 ,14.8  ,2.73  ,11.8  ,0.091 ,0.093 , 38   ,290   ,237   , 78.9 ,13.6  ,.     ,  8   ,.     , 24   ,10.6  ,1.57  ,42.0  ,21.3  , 7.51 ,28.8  , 0.69 ,25.0  ,17.0  ,14.5  , 7.42 , 0.42 , 0.64 , 4.71 , 7.64 , 2.60 ,11.1  , 4.8  ,1.34  , 2.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UC,T,3,135   ,42.6  , 92.7 ,100.1 , 65.4 , 3.9  ,7.88  , 0.27 , 7.8  ,47.2  ,2.72  , 784  , 35   ,0.45  ,0.100 ,15.0  ,2.59  ,11.9  ,0.094 ,0.100 , 46   ,373   ,227   , 80.4 ,14.7  ,.     , 21   ,.     , 84   ,11.0  ,1.49  ,44.2  ,21.3  , 7.63 ,28.9  , 0.67 ,27.2  ,17.0  ,14.3  , 7.68 , 0.39 , 0.78 , 4.66 , 7.87 , 2.70 ,10.8  , 4.5  ,1.47  , 2.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UD,M,1,129   ,39.9  , 89.5 , 88.6 , 64.9 , 3.8  ,7.61  , 0.00 ,20.1  ,58.4  ,3.59  , 601  , 20   ,0.38  ,0.103 ,21.1  ,1.55  ,12.4  , .    ,0.129 , 55   ,327   ,217   , 62.2 ,10.4  , 584  , 23   , 50.0 ,157   ,14.2  ,1.87  ,41.8  ,24.3  , 6.96 ,31.3  , 0.75 ,23.7  ,18.1  ,16.5  , 5.26 , 0.46 , 0.42 , 4.64 , 8.48 , 2.72 ,13.1  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
UD,M,2,124   ,48.8  , 75.5 , 90.9 , 64.9 , 4.1  ,8.00  , 0.00 , 4.3  ,52.4  ,2.48  , 581  , 11   ,0.76  ,0.098 ,20.7  ,1.95  ,13.1  , .    ,0.105 , 17   ,361   ,232   , 77.1 ,13.4  , 698  ,  5   , 58.8 ,214   ,14.3  ,1.58  ,32.7  ,24.0  ,11.38 ,35.4  , 1.08 ,18.8  ,13.9  ,12.7  , 7.17 , 0.35 , 1.64 , 6.97 , 7.09 , 3.56 ,13.3  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
UD,M,3,127   ,44.4  , 82.5 , 89.8 , 64.9 , 3.9  ,7.81  , 0.00 ,12.2  ,55.4  ,3.04  , 591  , 16   ,0.57  ,0.101 ,20.9  ,1.75  ,12.8  ,.     ,0.117 , 36   ,344   ,225   , 69.7 ,11.9  , 641  , 14   , 54.4 ,186   ,14.3  ,1.73  ,37.3  ,24.2  , 9.17 ,33.4  , 0.92 ,21.3  ,16.0  ,14.6  , 6.21 , 0.41 , 1.03 , 5.80 , 7.79 , 3.14 ,13.2  , 7.3  ,1.17  , 4.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UD,F,1,136   ,46.3  , 90.0 ,102.1 , 66.3 , 4.1  ,8.30  , 0.00 ,29.2  ,48.9  ,2.76  , 775  , 45   ,0.52  ,0.134 ,17.0  ,1.80  , 8.7  , .    ,0.136 , 23   ,170   ,221   , 70.1 ,10.6  ,.     , 19   ,.     ,102   ,13.4  ,1.74  ,43.1  ,23.3  , 7.22 ,30.6  , 0.71 ,27.2  ,15.9  ,16.0  , 4.31 , 0.28 , 0.45 , 5.15 , 7.99 , 2.26 ,13.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UD,F,2,126   ,46.0  , 79.9 , 88.2 , 66.9 , 4.0  ,8.36  , 0.00 , 6.0  ,41.0  ,1.96  , 650  , 32   ,1.07  ,0.111 ,18.1  ,2.29  ,14.2  , .    ,0.101 , 15   ,319   ,256   , 81.4 ,11.5  ,.     , 13   ,.     ,123   ,13.4  ,1.74  ,40.9  ,20.6  , 8.08 ,28.7  , 0.70 ,23.4  ,17.6  ,15.0  , 7.31 , 0.68 , 0.56 , 4.95 , 6.92 , 3.02 ,10.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UD,F,3,131   ,46.1  , 85.0 , 95.2 , 66.6 , 4.0  ,8.33  , 0.00 ,17.6  ,45.0  ,2.36  , 713  , 39   ,0.80  ,0.123 ,17.6  ,2.04  ,11.4  ,.     ,0.119 , 19   ,245   ,239   , 75.8 ,11.1  ,.     , 16   ,.     ,113   ,13.4  ,1.74  ,42.0  ,22.0  , 7.65 ,29.7  , 0.70 ,25.3  ,16.8  ,15.5  , 5.81 , 0.48 , 0.51 , 5.05 , 7.46 , 2.64 ,11.9  , 6.5  ,1.25  , 3.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UD,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UD,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UD,T,3,129   ,45.3  , 83.7 , 92.5 , 65.8 , 4.0  ,8.07  , 0.00 ,14.9  ,50.2  ,2.70  , 652  , 27   ,0.68  ,0.112 ,19.2  ,1.90  ,12.1  ,.     ,0.118 , 28   ,294   ,232   , 72.7 ,11.5  ,.     , 15   ,.     ,149   ,13.8  ,1.73  ,39.6  ,23.1  , 8.41 ,31.5  , 0.81 ,23.3  ,16.4  ,15.1  , 6.01 , 0.44 , 0.77 , 5.43 , 7.62 , 2.89 ,12.6  , 6.9  ,1.21  , 3.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UE,M,1,144   ,41.6  ,101.9 , 95.8 , 68.6 , 3.9  ,7.82  , 0.00 ,21.0  ,71.0  ,4.17  , 731  , 20   ,0.97  ,0.109 ,21.8  ,2.32  ,13.8  ,0.099 ,0.112 , 52   ,260   ,282   , 83.2 ,13.2  , 786  , 26   , 55.0 ,130   ,14.9  ,1.58  ,37.7  ,25.7  , 9.52 ,35.2  , 0.93 ,21.6  ,16.1  ,13.6  , 7.65 , 0.40 , 0.78 , 5.65 , 9.04 , 2.90 ,13.7  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
UE,M,2,133   ,53.3  , 79.7 ,102.6 , 68.1 , 3.8  ,7.51  , 2.84 ,35.3  ,69.1  ,3.30  , 748  , 20   ,1.37  ,0.102 ,22.0  ,2.60  ,13.2  ,0.093 ,0.123 , 51   ,430   ,205   , 83.2 ,13.2  , 711  , 42   , 57.1 ,107   ,13.7  ,1.58  ,41.3  ,21.9  , 5.53 ,27.5  , 0.66 ,23.2  ,18.2  ,15.1  , 8.20 , 0.39 , 0.50 , 3.31 , 9.02 , 3.02 , 9.9  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
UE,M,3,139   ,47.5  , 90.8 , 99.2 , 68.3 , 3.9  ,7.67  , 1.42 ,28.1  ,70.0  ,3.73  , 740  , 20   ,1.17  ,0.105 ,21.9  ,2.46  ,13.5  ,0.096 ,0.118 , 52   ,345   ,244   , 83.2 ,13.2  , 749  , 34   , 56.1 ,119   ,14.3  ,1.58  ,39.5  ,23.8  , 7.53 ,31.4  , 0.80 ,22.4  ,17.2  ,14.3  , 7.92 , 0.40 , 0.64 , 4.48 , 9.03 , 2.96 ,11.8  , 4.8  ,1.20  , 4.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UE,F,1,123   ,50.6  , 72.6 , 98.8 , 63.4 , 4.1  ,8.27  , 0.84 ,20.7  ,49.7  ,3.30  , 644  , 20   ,1.42  ,0.118 ,22.1  ,2.54  ,13.2  ,0.098 ,0.096 , 52   ,253   ,267   , 88.6 ,12.3  ,.     , 28   ,.     , 11   ,14.3  ,1.51  ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UE,F,2,156   ,43.4  ,112.4 , 96.5 , 67.0 , 4.0  ,8.09  , 1.90 ,29.0  ,53.4  ,3.03  , 857  , 20   ,1.12  ,0.100 ,19.7  ,2.76  ,10.2  ,0.089 ,0.091 , 23   ,306   ,257   , 87.9 ,12.0  ,.     , 17   ,.     , 24   ,14.4  ,1.67  ,38.7  ,24.8  , 3.97 ,28.8  , 0.74 ,23.8  ,14.9  ,13.9  , 7.69 , 0.38 , 0.78 , 0.52 , 8.61 , 3.03 ,13.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UE,F,3,140   ,47.0  , 92.5 , 97.7 , 65.2 , 4.0  ,8.18  , 1.37 ,24.9  ,51.6  ,3.17  , 751  , 20   ,1.27  ,0.109 ,20.9  ,2.65  ,11.7  ,0.093 ,0.093 , 38   ,280   ,262   , 88.3 ,12.2  ,.     , 23   ,.     , 18   ,14.4  ,1.59  ,38.7  ,24.8  , 3.97 ,28.8  , 0.74 ,23.8  ,14.9  ,13.9  , 7.69 , 0.38 , 0.78 , 0.52 , 8.61 , 3.03 ,13.2  , 5.2  ,1.41  , 3.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UE,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UE,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UE,T,3,139   ,47.2  , 91.7 , 98.4 , 66.8 , 4.0  ,7.92  , 1.40 ,26.5  ,60.8  ,3.45  , 745  , 20   ,1.22  ,0.107 ,21.4  ,2.56  ,12.6  ,0.095 ,0.106 , 45   ,312   ,253   , 85.7 ,12.7  ,.     , 28   ,.     , 68   ,14.3  ,1.59  ,39.1  ,24.3  , 5.75 ,30.1  , 0.77 ,23.1  ,16.0  ,14.1  , 7.81 , 0.39 , 0.71 , 2.50 , 8.82 , 3.00 ,12.5  , 5.0  ,1.30  , 3.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UF,M,1,125   ,33.8  , 91.1 , 88.6 , 59.0 , 4.1  ,7.95  , 0.00 ,13.8  ,58.0  ,3.59  , 574  , 21   ,0.97  ,0.097 ,15.6  ,2.72  , 6.3  ,0.088 ,0.135 ,137   ,486   ,300   , 68.3 ,10.9  , 639  , 11   ,100.0 ,200   ,14.2  ,1.35  ,40.8  ,22.3  , 5.37 ,27.7  , 0.68 ,23.3  ,17.5  ,13.9  , 9.66 , 0.85 , 0.27 , 2.28 , 6.47 , 3.60 ,12.3  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
UF,M,2,118   ,41.7  , 76.6 , 94.8 , 61.1 , 4.3  ,7.85  , 0.00 ,23.9  ,54.4  ,3.03  , 618  , 26   ,1.33  ,0.090 ,13.9  ,2.04  , 8.0  ,0.094 ,0.124 , 70   ,262   ,217   , 57.5 ,12.9  , 678  , 12   , 92.3 ,147   ,14.2  ,1.29  ,41.7  ,23.7  , 5.41 ,29.1  , 0.70 ,25.3  ,16.4  ,15.2  , 7.94 , 0.62 , 0.31 , 2.72 , 8.54 , 3.17 ,12.0  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
UF,M,3,122   ,37.8  , 83.8 , 91.7 , 60.1 , 4.2  ,7.90  , 0.00 ,18.9  ,56.2  ,3.31  , 596  , 24   ,1.15  ,0.093 ,14.8  ,2.38  , 7.2  ,0.091 ,0.130 ,104   ,374   ,259   , 62.9 ,11.9  , 659  , 12   , 96.2 ,174   ,14.2  ,1.32  ,41.3  ,23.0  , 5.39 ,28.4  , 0.69 ,24.3  ,16.9  ,14.6  , 8.80 , 0.73 , 0.29 , 2.50 , 7.50 , 3.39 ,12.2  , 9.8  ,1.93  , 5.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UF,F,1,130   ,46.2  , 83.9 , 92.3 , 59.1 , 3.9  ,7.96  , 0.00 ,16.1  ,41.4  ,2.13  , 539  ,  3   ,1.57  ,0.106 ,16.8  ,2.79  , 8.1  ,0.082 ,0.095 , 46   ,334   ,312   , 67.6 , 8.4  ,.     ,  4   ,.     ,  5   ,12.6  ,1.47  ,39.3  ,25.5  , 6.14 ,31.7  , 0.81 ,22.4  ,16.9  ,16.2  , 7.17 , 0.50 , 0.29 , 3.32 , 7.71 , 3.05 ,14.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UF,F,2,122   ,56.0  , 66.0 ,103.5 , 63.9 , 4.2  ,7.95  , 0.67 ,32.0  ,44.1  ,2.48  , 656  , 20   ,1.40  ,0.102 ,15.3  ,2.45  , 8.9  ,0.089 ,0.086 , 41   ,362   ,224   , 65.6 ,13.2  ,.     , 14   ,.     ,  0   ,13.3  ,1.39  ,41.5  ,23.7  , 4.72 ,28.4  , 0.69 ,24.6  ,16.8  ,14.9  , 9.06 , 0.45 , 0.25 , 2.69 , 7.63 , 3.54 ,12.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UF,F,3,126   ,51.1  , 75.0 , 97.9 , 61.5 , 4.0  ,7.96  , 0.34 ,24.1  ,42.8  ,2.31  , 598  , 12   ,1.49  ,0.104 ,16.1  ,2.62  , 8.5  ,0.086 ,0.090 , 44   ,348   ,268   , 66.6 ,10.8  ,.     ,  9   ,.     ,  3   ,13.0  ,1.43  ,40.4  ,24.6  , 5.43 ,30.1  , 0.75 ,23.5  ,16.9  ,15.6  , 8.12 , 0.48 , 0.27 , 3.00 , 7.67 , 3.29 ,13.7  ,15.3  ,3.22  ,10.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UF,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UF,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
UF,T,3,124   ,44.4  , 79.4 , 94.8 , 60.8 , 4.1  ,7.93  , 0.17 ,21.5  ,49.5  ,2.81  , 597  , 18   ,1.32  ,0.099 ,15.4  ,2.50  , 7.8  ,0.088 ,0.110 , 74   ,361   ,263   , 64.8 ,11.4  ,.     , 10   ,.     , 88   ,13.6  ,1.38  ,40.8  ,23.8  , 5.41 ,29.2  , 0.72 ,23.9  ,16.9  ,15.1  , 8.46 , 0.60 , 0.28 , 2.75 , 7.59 , 3.34 ,12.9  ,12.6  ,2.58  , 8.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
VA,M,1,118   ,46.7  , 70.8 , 96.6 , 54.7 , 4.3  ,7.58  , 0.00 , 6.8  ,52.3  ,3.21  , 604  , 20   ,1.26  ,0.095 ,16.1  ,1.61  , 6.9  ,0.114 ,0.133 , 74   ,407   ,278   , 58.4 ,13.4  , 543  , 23   , 72.7 ,136   ,15.1  ,1.25  ,40.1  ,22.6  , 6.36 ,28.9  , 0.72 ,25.7  ,14.4  ,13.6  ,14.97 , 1.43 , 0.49 , 2.19 , 8.17 , 1.98 ,12.4  ,.     ,.     ,.     , 838  , 793  ,0.73  ,0.49  , 3.41 , 1.59 , 0.20 , 0.48 , 4.46 , 4.89 ,0.11  , 1.82 ,
VA,M,2,114   ,45.4  , 68.6 ,108.3 , 59.7 , 4.6  ,7.99  , 0.00 ,13.6  ,46.9  ,3.39  , 678  , 20   , .    ,0.102 ,15.7  ,2.07  , 7.4  ,0.109 ,0.138 ,102   ,405   ,282   , 66.3 ,16.5  , 638  ,  4   , 66.7 ,285   ,14.2  ,1.32  ,41.7  ,24.5  , 6.70 ,31.2  , 0.75 ,23.8  ,17.9  ,16.1  , 8.34 , 1.71 , 0.65 , 1.93 , 8.94 , 1.69 ,13.9  ,.     ,.     ,.     , 648  , 617  ,0.15  ,0.14  , 2.32 , 1.49 , 0.30 , 0.31 , 5.79 , 3.70 ,0.13  , 0.83 ,
VA,M,3,116   ,46.1  , 69.7 ,102.5 , 57.2 , 4.5  ,7.79  , 0.00 ,10.2  ,49.6  ,3.30  , 641  , 20   ,1.26  ,0.099 ,15.9  ,1.84  , 7.2  ,0.112 ,0.136 , 88   ,406   ,280   , 62.4 ,15.0  , 591  , 14   , 69.7 ,211   ,14.7  ,1.29  ,40.9  ,23.6  , 6.53 ,30.1  , 0.73 ,24.8  ,16.1  ,14.9  ,11.66 , 1.57 , 0.57 , 2.06 , 8.55 , 1.83 ,13.2  , 7.9  ,1.82  , 4.7  , 743  , 705  ,0.44  ,0.32  , 2.87 , 1.54 , 0.25 , 0.40 , 5.13 , 4.29 ,0.12  , 1.32 ,
VA,F,1,106   ,39.4  , 66.9 , 95.7 , 57.2 , 4.3  ,7.88  , 0.00 ,15.3  ,44.6  ,2.76  , 697  , 20   ,2.35  ,0.103 ,16.7  ,2.04  , 5.6  ,0.108 ,0.100 , 34   ,389   ,318   , 74.1 ,11.8  ,.     ,  0   ,.     ,  0   ,14.0  ,1.22  ,39.8  ,23.0  , 5.57 ,28.5  , 0.72 ,24.7  ,15.2  ,12.8  ,15.68 , 1.39 , 0.52 , 1.89 , 8.16 , 1.25 ,13.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
VA,F,2,106   ,42.8  , 62.8 ,104.2 , 54.1 , 4.6  ,7.97  , 0.00 ,16.2  ,35.8  ,4.17  , 818  , 20   , .    ,0.110 ,17.9  ,2.23  , 8.3  ,0.109 ,0.112 , 80   ,391   ,266   , 69.7 ,12.6  ,.     ,  3   ,.     ,  6   ,14.6  ,1.22  ,40.0  ,25.9  , 7.11 ,33.0  , 0.82 ,23.5  ,16.5  ,15.3  , 9.40 , 1.48 , 0.61 , 2.62 , 9.00 , 1.73 ,15.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
VA,F,3,106   ,41.1  , 64.9 ,100.0 , 55.7 , 4.5  ,7.92  , 0.00 ,15.8  ,40.2  ,3.46  , 758  , 20   ,2.35  ,0.106 ,17.3  ,2.14  , 7.0  ,0.108 ,0.106 , 57   ,390   ,292   , 71.9 ,12.2  ,.     ,  2   ,.     ,  3   ,14.3  ,1.22  ,39.9  ,24.4  , 6.34 ,30.8  , 0.77 ,24.1  ,15.8  ,14.1  ,12.54 , 1.44 , 0.57 , 2.25 , 8.58 , 1.49 ,14.4  , 7.3  ,2.13  , 4.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
VA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
VA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
VA,T,3,111   ,43.6  , 67.3 ,101.2 , 56.4 , 4.5  ,7.86  , 0.00 ,13.0  ,44.9  ,3.38  , 699  , 20   ,1.81  ,0.103 ,16.6  ,1.99  , 7.1  ,0.110 ,0.121 , 73   ,398   ,286   , 67.1 ,13.6  ,.     ,  8   ,.     ,107   ,14.5  ,1.25  ,40.4  ,24.0  , 6.44 ,30.4  , 0.75 ,24.4  ,16.0  ,14.5  ,12.10 , 1.50 , 0.57 , 2.16 , 8.57 , 1.66 ,13.8  , 7.6  ,1.98  , 4.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
VB,M,1,121   ,36.7  , 84.0 , 84.2 , 60.4 , 4.3  , .    , 6.58 ,15.0  ,59.1  ,3.30  , 791  , 94   ,0.79  ,0.101 ,17.0  , .    , 6.5  ,0.202 ,0.117 ,140   ,551   ,256   , 72.6 ,15.1  , 715  , 40   , 72.0 ,112   ,15.0  ,1.44  ,46.5  ,23.7  , 3.61 ,27.3  , 0.59 ,30.6  ,15.9  ,14.4  , 4.93 , 0.18 , 0.14 , 1.46 ,10.23 , 2.30 ,11.2  ,.     ,.     ,.     , 785  , 709  ,0.59  ,0.46  , 5.61 , 1.33 , 0.04 , 0.04 , 8.49 , 4.00 ,0.10  , 4.28 ,
VB,M,2,103   ,45.5  , 57.7 , 89.9 , 58.5 , 4.5  ,8.02  , 0.00 ,11.4  ,63.8  ,4.47  , 724  , 57   ,1.30  ,0.112 ,17.5  ,1.89  , 8.7  ,0.214 ,0.114 ,115   ,443   ,262   , 71.0 ,16.0  , 733  , 28   ,   .  ,129   ,15.0  ,1.52  ,43.0  ,27.5  , 4.70 ,32.2  , 0.75 ,25.6  ,17.4  ,13.0  , 5.62 , 0.30 , 0.22 , 2.21 ,10.58 , 2.83 ,14.1  ,.     ,.     ,.     , 782  , 752  ,0.10  ,0.17  , 3.11 , 0.89 , 0.25 , 0.04 , 5.34 , 2.60 ,0.15  , 2.22 ,
VB,M,3,112   ,41.1  , 70.9 , 87.1 , 59.5 , 4.4  ,8.02  , 3.29 ,13.2  ,61.5  ,3.88  , 758  , 76   ,1.05  ,0.107 ,17.3  ,1.89  , 7.6  ,0.208 ,0.116 ,128   ,497   ,259   , 71.8 ,15.6  , 724  , 34   , 72.0 ,121   ,15.0  ,1.48  ,44.8  ,25.6  , 4.16 ,29.8  , 0.67 ,28.1  ,16.6  ,13.7  , 5.28 , 0.24 , 0.18 , 1.83 ,10.41 , 2.56 ,12.7  , 7.3  ,3.22  , 4.1  , 784  , 731  ,0.34  ,0.32  , 4.36 , 1.11 , 0.14 , 0.04 , 6.92 , 3.30 ,0.13  , 3.25 ,
VB,F,1,122   ,32.1  , 90.1 , 90.1 , 61.9 , 4.2  ,8.16  , 0.46 , 8.1  ,47.9  ,3.03  , 878  ,  0   ,1.03  ,0.117 ,17.8  ,2.23  , 8.4  ,0.224 ,0.109 , 77   ,348   ,302   , 74.8 ,14.6  ,.     , 19   ,.     ,  0   ,14.2  ,1.54  ,32.9  ,26.6  , 7.38 ,34.0  , 1.03 ,17.1  ,15.8  ,11.5  , 7.71 , 0.75 , 0.50 , 2.62 , 9.51 , 2.85 ,14.2  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
