County, Sex, Xiang, M001, M002, M003, M004, M005, M006, M007, M008, M009, M010, M011, M012, M015, M016, M017, M018, M021, M022, M023, M025, M027, M028, M029, M030, M031, M033, M035, M036, M037, M038, M039, M040, M041, M042, M043, M044, M045, M048, M049, M058, M059, M060, M061, M062, M063, M064, M065, M066, M067, M068, M069, M070, M071, M072, M073, M074, M075, M077, M086, M087, M088, M103, M104, M105, M106, M107, M113, M117, 
LD,F,3,  6.74, 91.72,200.83,237.21,  9.58, 45.24,148.78,  8.79, 88.43, 78.72, 48.72,117.97,  5.68, 85.15,  2.75,  2.53,  0.00, 16.44,  3.39,  7.62,174.78, 35.95, 13.88,  4.68, 44.00,  0.00,.     , 11.44, 13.64, 14.17,  3.91,  3.25,  3.30,  1.90, 14.35,  2.78,  0.78,  0.24,  1.63,  8.84,  1.59,  2.84, 17.59, 26.83, 14.91,  0.62, 88.12,  8.22, 70.46, 21.05,102.33, 19.66,  8.52, 83.50, 16.47, 68.52, 19.24,  3.23, 24.31,  3.79,  7.27, 19.03,  0.72, 33.69, 29.94,  3.75,  4.63,  0.57,
LD,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
LD,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
LD,T,3,  6.93, 95.41,184.93,231.93, 15.15, 62.64,157.06, 14.07, 74.87,108.06, 51.73,258.07,  6.88,218.72,  3.06,  5.83,  0.00, 23.11,  5.05, 13.63,236.14, 62.08, 18.19,  9.64,100.88,  3.08,.     ,.     ,.     ,.     ,  4.01,  4.58,  3.36,  2.50, 13.05,  4.45,  2.68,  0.60,  1.28,  7.05,  2.26,  1.91, 17.94, 39.18, 21.65,  0.41,126.31,  6.65, 99.65, 21.26,171.58, 20.22,  8.83,144.19, 16.52,134.17, 55.36,  4.30, 35.81,.     ,.     , 20.40,.     , 34.65, 31.23,  3.43,  5.50,  0.83,
MB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MB,M,3, 19.74,161.61,169.81,425.21, 14.30, 72.84,340.00, 13.07, 85.21,122.57,175.46,325.86,  8.45,240.06,  5.19,  3.90,  2.79, 16.21,  1.75, 14.33, 12.84, 48.35, 16.80,  1.18, 53.03,  0.00,  3.18,.     ,.     ,.     ,  3.44,  4.95,  7.50,  3.26, 12.38,  4.82,  0.00,  3.41,  1.95, 10.52,  2.08,  1.03, 29.93, 24.32, 16.09,  0.96,130.60,  9.56, 77.79, 72.69,317.12, 66.80, 26.50,266.88, 44.14,219.05, 37.23,  8.55, 39.88,.     ,.     , 96.53,.     , 98.70, 88.11, 10.59, 28.39, 14.51,
MB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MB,F,3, 17.58,137.28,159.11,381.22, 13.18,113.93,317.80, 11.81, 63.42,136.30,160.32,243.56, 10.60,194.59,  2.97,  1.06,  0.00, 12.66,  1.45,  4.21,  2.82, 28.15, 11.08,  1.34, 21.38,  0.00,.     ,  1.03, 13.28, 46.45,  1.03,  0.00,  5.92,  3.35, 15.52,  0.73,  0.00,  3.19,  3.49, 13.49,  2.34,  5.32, 47.58, 27.62, 24.61,  1.98,123.48, 11.52,110.30, 69.70,340.09, 62.64, 18.53,313.98, 34.46,114.54, 21.69,  9.87, 48.56, 10.65, 17.99, 71.25,  2.52, 87.88, 77.27, 10.60, 20.04, 10.24,
MB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MB,T,3, 18.66,149.45,164.46,403.22, 13.74, 93.39,328.90, 12.44, 74.31,129.44,167.89,284.71,  9.53,217.33,  4.08,  2.48,  1.40, 14.44,  1.60,  9.27,  7.83, 38.25, 13.94,  1.26, 37.20,  0.00,.     ,.     ,.     ,.     ,  2.23,  2.48,  6.71,  3.31, 13.95,  2.78,  0.00,  3.30,  2.72, 12.01,  2.21,  3.18, 38.76, 25.97, 20.35,  1.47,127.04, 10.54, 94.05, 71.20,328.61, 64.72, 22.52,290.43, 39.30,166.80, 29.46,  9.21, 44.22,.     ,.     , 83.89,.     , 93.29, 82.69, 10.60, 24.21, 12.38,
MC,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MC,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MC,M,3, 13.39,195.89,126.99,319.81, 19.20, 78.98,239.39, 18.08, 80.43,112.38,122.23,293.62,  9.01,233.92,  6.65, 11.54,  0.00, 14.86,  4.55,  8.27, 36.88,171.19, 32.59,  4.81,159.44,  1.26,  8.99,.     ,.     ,.     ,  3.06,  7.50,  2.61,  5.61,  9.12,  1.15,  1.15,  3.34,  6.50,  8.48,  2.50,  3.57, 19.97, 31.60, 10.81,  0.00,160.11,  8.48, 90.17, 51.71,417.65, 49.16, 10.69,376.50, 34.79,302.56, 45.20,  0.00, 28.12,.     ,.     , 46.40,.     , 66.95, 57.22,  9.72, 11.87,  4.50,
MC,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MC,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MC,F,3, 14.28,178.73,147.42,339.28, 13.30, 72.62,274.23, 12.43, 65.04, 86.71,148.58,277.91, 14.93,222.20,  6.35,  5.60,  0.00, 10.00,  1.64,  4.72, 12.75, 38.83, 14.65,  1.34, 33.30,  0.00,.     ,  6.34,  7.82, 35.13,  0.00,  1.02,  3.61,  0.00, 11.17,  3.62,  1.47,  2.63,  5.29, 17.35,  1.70,  9.31, 24.17, 26.88,  2.78,  2.03, 88.24, 15.32, 81.89, 63.54,405.22, 57.16,  8.00,370.69, 26.47,120.83, 26.64,  2.15, 29.95,  6.19,  7.24, 42.91,  1.08, 71.39, 61.04, 10.35, 11.44,  3.38,
MC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MC,T,3, 13.84,187.31,137.20,329.55, 16.25, 75.80,256.81, 15.25, 72.74, 99.55,135.41,285.77, 11.97,228.06,  6.50,  8.57,  0.00, 12.43,  3.09,  6.50, 24.82,105.01, 23.62,  3.07, 96.37,  0.63,.     ,.     ,.     ,.     ,  1.53,  4.26,  3.11,  2.81, 10.14,  2.39,  1.31,  2.98,  5.90, 12.92,  2.10,  6.44, 22.07, 29.24,  6.79,  1.01,124.18, 11.90, 86.03, 57.63,411.44, 53.16,  9.35,373.60, 30.63,211.69, 35.92,  1.07, 29.04,.     ,.     , 44.66,.     , 69.17, 59.13, 10.04, 11.65,  3.94,
MD,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,M,3, 18.23,156.25,164.76,399.26, 15.30, 92.62,307.74, 13.48, 91.53,182.16,141.36,244.27,  5.41,178.54,  2.39,  0.00,  1.76, 10.22,  1.63, 13.38,  9.15, 49.32,  6.38,  1.95, 54.36,  0.00,  8.55,.     ,.     ,.     ,  1.76,  7.43,  1.75,  0.00, 11.64,  7.57,  7.57,  0.67,  4.57,  6.14,  2.54,  0.85,  0.00, 35.74, 31.79,  0.00,160.44,  6.14, 93.98, 66.48,294.97, 65.47, 11.36,258.04, 33.27,279.15, 42.40,  8.76, 30.14,.     ,.     , 69.93,.     , 91.17, 76.43, 14.74, 31.09,  6.96,
MD,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,F,3, 23.11,168.72,174.57,478.14, 13.56, 74.40,375.66, 12.19,102.48,136.21,185.20,293.65, 11.09,204.93,  5.11,  4.35,  0.00, 11.92,  1.67,  7.16,  1.91, 55.12, 10.13,  0.00, 13.90,  0.00,.     ,  1.91, 19.90, 48.70,  0.00,  0.00,  0.00,  3.73, 17.94,  6.78,  4.24,  0.00,  2.09, 12.89,  1.87,  4.75,  1.91, 28.85, 22.80,  0.00,127.40, 12.89, 59.29, 96.31,361.63, 86.30, 39.78,280.33, 27.29,143.41, 19.00,  2.94, 27.69, 12.65, 20.55, 85.51,  2.03,115.56, 94.69, 20.88, 34.30,  8.01,
MD,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,T,3, 20.67,162.49,169.66,438.70, 14.43, 83.51,341.70, 12.84, 97.01,159.19,163.28,268.96,  8.25,191.74,  3.75,  2.17,  0.88, 11.07,  1.65, 10.27,  5.53, 52.22,  8.26,  0.97, 34.13,  0.00,.     ,.     ,.     ,.     ,  0.88,  3.71,  0.88,  1.86, 14.79,  7.18,  5.91,  0.34,  3.33,  9.52,  2.21,  2.80,  0.95, 32.30, 27.30,  0.00,143.92,  9.52, 76.64, 81.40,328.30, 75.89, 25.57,269.19, 30.28,211.28, 30.70,  5.85, 28.92,.     ,.     , 77.72,.     ,103.37, 85.56, 17.81, 32.70,  7.49,
NA,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,M,3, 23.77,234.98,211.50,527.53, 17.94, 80.98,433.30, 16.38, 94.22,156.15,186.80,416.51, 11.12,318.51,  9.80,  4.65,  0.00, 19.28,  2.56, 33.18,  8.27, 75.94,  6.07,  5.75, 77.16,  4.47, 26.05,.     ,.     ,.     ,  6.24,  5.92,  2.75,  3.84, 10.62,  7.50,  4.26,  1.36,  2.04, 14.83,  1.80,  6.29, 19.12, 18.88,  6.71,  2.80,124.53, 12.03, 55.63, 70.86,475.54, 67.15, 22.96,412.42, 57.97,223.75, 85.41, 29.50, 48.41,.     ,.     , 65.35,.     ,118.84,107.16, 11.68, 44.79,  8.36,
NA,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,F,3, 18.26,366.44,213.82,487.77, 11.17, 58.46,410.90, 10.45, 76.88, 72.10,182.88,226.08, 19.24,184.80, 13.42,  5.24,  0.00, 11.09,  1.13,  7.46,  2.68, 40.81,  4.07,  0.53,  9.97,  1.39,.     ,  4.17, 10.22, 17.40,  4.72,  1.28,  3.16,  0.92, 17.71,  3.93,  2.38,  1.18,  1.96, 26.07,  1.87, 14.29, 30.83, 18.14, 11.15,  0.90,122.02, 25.17, 64.54, 64.57,351.80, 60.37, 13.06,320.37, 58.29,100.80, 41.25,  7.55, 23.13, 17.34, 12.66, 47.14,  2.16, 91.31, 82.03,  9.28, 28.43,  5.63,
NA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,T,3, 21.02,300.71,212.66,507.65, 14.56, 69.72,422.10, 13.41, 85.55,114.13,184.84,321.30, 15.18,251.66, 11.61,  4.95,  0.00, 15.19,  1.84, 20.32,  5.47, 58.38,  5.07,  3.14, 43.56,  2.93,.     ,.     ,.     ,.     ,  5.48,  3.60,  2.96,  2.38, 14.17,  5.71,  3.32,  1.27,  2.00, 20.45,  1.84, 10.29, 24.98, 18.51,  8.93,  1.85,123.28, 18.60, 60.09, 67.72,413.67, 63.76, 18.01,366.40, 58.13,162.28, 63.33, 18.52, 35.77,.     ,.     , 56.24,.     ,105.08, 94.59, 10.48, 36.61,  7.00,
NB,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,M,3, 24.00,233.76,226.12,538.93, 14.73, 74.79,456.06, 13.55, 82.86,118.48,252.47,454.11, 21.93,307.97,  7.01, 14.19,  0.60, 10.31,  1.41, 23.48,  5.63, 43.72,  4.19,  3.48, 35.51,  5.77,  6.14,.     ,.     ,.     ,  0.76,  4.21,  2.70,  0.76, 12.28,  9.22,  3.82,  1.53,  1.44, 15.25,  1.61,  4.36, 24.36, 12.56,  2.78,  2.74,116.99, 12.51, 43.90, 72.56,331.61, 69.18, 36.04,243.30, 44.94,238.96,127.09,  8.53, 15.56,.     ,.     , 60.51,.     ,120.02,110.44,  9.58, 41.46, 14.72,
NB,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,F,3, 26.55,257.38,214.05,575.19, 13.31, 65.09,499.97, 12.78, 75.22, 52.87,288.48,378.48, 30.08,264.78,  6.42,  9.66,  0.00,  8.74,  1.20, 17.29,  1.56, 24.06,  5.76,  0.27, 16.94,  0.00,.     ,  6.07,  9.93, 26.72,  0.00,  0.00,  1.25,  0.00, 16.33,  4.38,  0.71,  1.44,  0.79, 17.30,  1.90,  8.27, 47.42, 33.09,  7.04,  0.64, 93.38, 16.66, 96.90, 96.07,338.81, 91.12, 33.65,260.28, 49.31,184.03,101.61,  7.34,  7.62, 13.26, 22.40, 66.91,  1.93,132.77,122.77, 10.00, 37.85, 14.44,
